co2,regiao
52.42,Zona Leste
54.69,Zona Leste
59.16,Zona Leste
75.23,Zona Leste
52.98,Zona Leste
51.03,Zona Leste
54.69,Zona Leste
43.5,Zona Leste
75.6,Zona Leste
46.77,Zona Leste
59.16,Zona Leste
62.59,Zona Leste
74.87,Zona Leste
75.96,Zona Leste
42.77,Zona Leste
51.58,Zona Leste
56.45,Zona Leste
75.23,Zona Leste
76.33,Zona Leste
47.81,Zona Leste
53.55,Zona Leste
75.23,Zona Leste
71.3,Zona Leste
74.5,Zona Leste
62.59,Zona Leste
47.29,Zona Leste
54.69,Zona Leste
75.6,Zona Leste
75.96,Zona Leste
48.07,Zona Leste
43.99,Zona Leste
56.74,Zona Leste
75.96,Zona Leste
75.6,Zona Leste
51.86,Zona Leste
43.5,Zona Leste
50.75,Zona Leste
72.71,Zona Leste
43.01,Zona Leste
62.91,Zona Leste
52.98,Zona Leste
52.7,Zona Leste
76.7,Zona Leste
75.6,Zona Leste
57.04,Zona Leste
43.5,Zona Leste
56.15,Zona Leste
75.96,Zona Leste
76.7,Zona Leste
43.99,Zona Leste
64.53,Zona Leste
57.64,Zona Leste
68.87,Zona Leste
77.82,Zona Leste
47.29,Zona Leste
52.42,Zona Leste
57.04,Zona Leste
74.87,Zona Leste
48.86,Zona Leste
57.64,Zona Leste
52.98,Zona Leste
56.15,Zona Leste
74.87,Zona Leste
64.2,Zona Leste
45.24,Zona Leste
52.98,Zona Leste
58.24,Zona Leste
75.23,Zona Leste
75.6,Zona Leste
48.86,Zona Leste
56.15,Zona Leste
61.01,Zona Leste
74.87,Zona Leste
47.81,Zona Leste
58.55,Zona Leste
52.98,Zona Leste
69.9,Zona Leste
75.23,Zona Leste
75.96,Zona Leste
42.77,Zona Leste
48.07,Zona Leste
57.34,Zona Leste
75.23,Zona Leste
59.16,Zona Leste
85.57,Zona Leste
60.7,Zona Leste
71.3,Zona Leste
75.23,Zona Leste
44.49,Zona Leste
51.58,Zona Leste
76.33,Zona Leste
74.5,Zona Leste
59.46,Zona Leste
46.25,Zona Leste
51.86,Zona Leste
51.86,Zona Leste
75.6,Zona Leste
77.07,Zona Leste
44.99,Zona Leste
40.64,Zona Leste
57.34,Zona Leste
75.6,Zona Leste
50.75,Zona Leste
44.49,Zona Leste
73.78,Zona Leste
57.34,Zona Leste
75.23,Zona Leste
75.6,Zona Leste
54.41,Zona Leste
58.85,Zona Leste
76.7,Zona Leste
42.53,Zona Leste
48.33,Zona Leste
56.45,Zona Leste
75.96,Zona Leste
63.56,Zona Leste
58.24,Zona Leste
56.15,Zona Leste
58.55,Zona Leste
69.56,Zona Leste
57.94,Zona Leste
51.86,Zona Leste
58.85,Zona Leste
74.87,Zona Leste
58.85,Zona Leste
43.99,Zona Leste
54.41,Zona Leste
51.86,Zona Leste
43.26,Zona Leste
57.34,Zona Leste
56.45,Zona Leste
44.24,Zona Leste
77.07,Zona Leste
48.6,Zona Leste
43.26,Zona Leste
51.3,Zona Leste
66.17,Zona Leste
76.33,Zona Leste
75.23,Zona Leste
49.94,Zona Leste
54.12,Zona Leste
57.04,Zona Leste
74.14,Zona Leste
75.23,Zona Leste
47.03,Zona Leste
53.55,Zona Leste
62.59,Zona Leste
74.87,Zona Leste
47.29,Zona Leste
45.74,Zona Leste
63.88,Zona Leste
72.0,Zona Leste
77.07,Zona Leste
75.96,Zona Leste
42.53,Zona Leste
57.94,Zona Leste
74.87,Zona Leste
75.6,Zona Leste
55.57,Zona Leste
54.69,Zona Leste
71.3,Zona Leste
74.87,Zona Leste
47.29,Zona Leste
77.07,Zona Leste
57.04,Zona Leste
75.23,Zona Leste
96.47,Zona Leste
53.55,Zona Leste
52.98,Zona Leste
57.64,Zona Leste
57.04,Zona Leste
47.29,Zona Leste
57.04,Zona Leste
56.45,Zona Leste
64.85,Zona Leste
75.23,Zona Leste
56.15,Zona Leste
43.26,Zona Leste
75.6,Zona Leste
57.04,Zona Leste
72.71,Zona Leste
57.34,Zona Leste
74.14,Zona Leste
57.64,Zona Leste
75.6,Zona Leste
69.21,Zona Leste
73.78,Zona Leste
46.0,Zona Leste
41.34,Zona Leste
64.53,Zona Leste
72.71,Zona Leste
73.07,Zona Leste
47.55,Zona Leste
50.48,Zona Leste
71.65,Zona Leste
71.3,Zona Leste
45.74,Zona Leste
50.48,Zona Leste
38.58,Zona Leste
52.14,Zona Leste
70.6,Zona Leste
46.0,Zona Leste
49.94,Zona Leste
39.71,Zona Leste
38.58,Zona Leste
70.6,Zona Leste
41.34,Zona Leste
46.25,Zona Leste
62.91,Zona Leste
68.87,Zona Leste
51.86,Zona Leste
49.67,Zona Leste
69.21,Zona Leste
68.53,Zona Leste
65.18,Zona Leste
68.53,Zona Leste
64.53,Zona Leste
51.58,Zona Leste
39.71,Zona Leste
49.67,Zona Leste
37.03,Zona Leste
68.19,Zona Leste
66.84,Zona Leste
39.26,Zona Leste
46.25,Zona Leste
49.13,Zona Leste
67.18,Zona Leste
63.23,Zona Leste
49.4,Zona Leste
65.51,Zona Leste
64.85,Zona Leste
64.85,Zona Leste
54.41,Zona Leste
46.25,Zona Leste
39.03,Zona Leste
48.6,Zona Leste
37.03,Zona Leste
45.49,Zona Leste
43.01,Zona Leste
43.5,Zona Leste
47.55,Zona Leste
57.34,Zona Leste
63.88,Zona Leste
67.18,Zona Leste
53.26,Zona Leste
66.51,Zona Leste
55.57,Zona Leste
39.94,Zona Leste
49.13,Zona Leste
52.98,Zona Leste
35.74,Zona Leste
36.17,Zona Leste
43.01,Zona Leste
70.25,Zona Leste
37.03,Zona Leste
57.04,Zona Leste
52.98,Zona Leste
64.85,Zona Leste
68.87,Zona Leste
42.05,Zona Leste
39.26,Zona Leste
52.7,Zona Leste
51.3,Zona Leste
67.85,Zona Leste
60.39,Zona Leste
67.51,Zona Leste
72.71,Zona Leste
50.21,Zona Leste
67.51,Zona Leste
70.25,Zona Leste
41.81,Zona Leste
38.13,Zona Leste
37.91,Zona Leste
37.69,Zona Leste
36.81,Zona Leste
37.25,Zona Leste
37.25,Zona Leste
51.58,Zona Leste
64.2,Zona Leste
68.19,Zona Leste
60.39,Zona Leste
67.85,Zona Leste
68.87,Zona Leste
68.53,Zona Leste
69.56,Zona Leste
47.29,Zona Leste
51.03,Zona Leste
42.05,Zona Leste
51.03,Zona Leste
68.53,Zona Leste
43.26,Zona Leste
69.9,Zona Leste
50.21,Zona Leste
51.58,Zona Leste
68.87,Zona Leste
70.25,Zona Leste
49.94,Zona Leste
38.13,Zona Leste
51.58,Zona Leste
60.08,Zona Leste
69.9,Zona Leste
69.56,Zona Leste
44.49,Zona Leste
39.48,Zona Leste
52.42,Zona Leste
51.58,Zona Leste
55.27,Zona Leste
69.56,Zona Leste
38.58,Zona Leste
70.25,Zona Leste
45.49,Zona Leste
49.94,Zona Leste
37.91,Zona Leste
67.85,Zona Leste
68.19,Zona Leste
42.05,Zona Leste
37.69,Zona Leste
50.75,Zona Leste
61.33,Zona Leste
68.87,Zona Leste
68.19,Zona Leste
68.87,Zona Leste
45.49,Zona Leste
55.86,Zona Leste
69.56,Zona Leste
51.86,Zona Leste
51.86,Zona Leste
43.01,Zona Leste
48.86,Zona Leste
49.67,Zona Leste
69.9,Zona Leste
83.18,Zona Leste
47.29,Zona Leste
52.42,Zona Leste
68.19,Zona Leste
75.6,Zona Leste
37.69,Zona Leste
58.24,Zona Leste
70.6,Zona Leste
69.9,Zona Leste
39.26,Zona Leste
53.26,Zona Leste
49.67,Zona Leste
68.53,Zona Leste
70.6,Zona Leste
46.25,Zona Leste
40.17,Zona Leste
67.18,Zona Leste
50.75,Zona Leste
70.25,Zona Leste
56.15,Zona Leste
54.98,Zona Leste
43.75,Zona Leste
46.51,Zona Leste
51.58,Zona Leste
68.87,Zona Leste
58.24,Zona Leste
50.21,Zona Leste
40.17,Zona Leste
52.98,Zona Leste
70.95,Zona Leste
58.85,Zona Leste
40.87,Zona Leste
63.88,Zona Leste
53.55,Zona Leste
52.98,Zona Leste
55.57,Zona Leste
68.87,Zona Leste
48.86,Zona Leste
39.26,Zona Leste
54.12,Zona Leste
51.86,Zona Leste
71.3,Zona Leste
54.41,Zona Leste
42.29,Zona Leste
70.25,Zona Leste
69.56,Zona Leste
51.03,Zona Leste
70.95,Zona Leste
56.15,Zona Leste
51.58,Zona Leste
46.51,Zona Leste
70.6,Zona Leste
72.0,Zona Leste
46.0,Zona Leste
57.64,Zona Leste
79.7,Zona Leste
46.51,Zona Leste
53.55,Zona Leste
55.27,Zona Leste
60.7,Zona Leste
74.14,Zona Leste
42.29,Zona Leste
55.86,Zona Leste
61.64,Zona Leste
75.23,Zona Leste
46.51,Zona Leste
42.53,Zona Leste
74.14,Zona Leste
74.5,Zona Leste
74.87,Zona Leste
60.08,Zona Leste
52.7,Zona Leste
56.15,Zona Leste
74.14,Zona Leste
74.87,Zona Leste
53.83,Zona Leste
43.26,Zona Leste
57.64,Zona Leste
86.78,Zona Leste
75.6,Zona Leste
45.49,Zona Leste
45.49,Zona Leste
58.85,Zona Leste
59.16,Zona Leste
77.44,Zona Leste
77.82,Zona Leste
56.15,Zona Leste
46.0,Zona Leste
56.15,Zona Leste
47.03,Zona Leste
80.47,Zona Leste
80.47,Zona Leste
45.49,Zona Leste
61.01,Zona Leste
77.82,Zona Leste
78.19,Zona Leste
82.79,Zona Leste
48.07,Zona Leste
46.0,Zona Leste
81.62,Zona Leste
82.4,Zona Leste
48.6,Zona Leste
77.44,Zona Leste
83.18,Zona Leste
83.97,Zona Leste
49.67,Zona Leste
57.64,Zona Leste
65.51,Zona Leste
85.57,Zona Leste
53.55,Zona Leste
61.96,Zona Leste
58.85,Zona Leste
84.37,Zona Leste
49.94,Zona Leste
55.27,Zona Leste
49.13,Zona Leste
68.53,Zona Leste
83.97,Zona Leste
69.56,Zona Leste
65.18,Zona Leste
83.97,Zona Leste
83.18,Zona Leste
83.18,Zona Leste
85.57,Zona Leste
55.27,Zona Leste
62.59,Zona Leste
54.12,Zona Leste
75.6,Zona Leste
84.77,Zona Leste
91.32,Zona Leste
60.7,Zona Leste
88.0,Zona Leste
94.3,Zona Leste
55.86,Zona Leste
68.87,Zona Leste
67.85,Zona Leste
90.06,Zona Leste
91.32,Zona Leste
111.26,Zona Leste
64.85,Zona Leste
86.37,Zona Leste
92.16,Zona Leste
60.7,Zona Leste
54.12,Zona Leste
68.19,Zona Leste
91.74,Zona Leste
92.16,Zona Leste
54.12,Zona Leste
53.26,Zona Leste
68.19,Zona Leste
60.7,Zona Leste
60.08,Zona Leste
58.55,Zona Leste
61.96,Zona Leste
71.65,Zona Leste
52.42,Zona Leste
72.35,Zona Leste
52.42,Zona Leste
89.23,Zona Leste
66.17,Zona Leste
90.06,Zona Leste
92.16,Zona Leste
69.21,Zona Leste
57.04,Zona Leste
90.48,Zona Leste
92.16,Zona Leste
57.04,Zona Leste
90.06,Zona Leste
65.84,Zona Leste
74.87,Zona Leste
80.85,Zona Leste
87.59,Zona Leste
87.59,Zona Leste
70.6,Zona Leste
68.53,Zona Leste
87.59,Zona Leste
52.14,Zona Leste
73.78,Zona Leste
51.3,Zona Leste
80.09,Zona Leste
85.17,Zona Leste
89.23,Zona Leste
88.82,Zona Leste
69.21,Zona Leste
59.46,Zona Leste
87.59,Zona Leste
88.41,Zona Leste
76.33,Zona Leste
58.24,Zona Leste
62.27,Zona Leste
66.84,Zona Leste
88.41,Zona Leste
68.19,Zona Leste
51.3,Zona Leste
63.23,Zona Leste
69.9,Zona Leste
88.0,Zona Leste
52.14,Zona Leste
74.14,Zona Leste
68.53,Zona Leste
90.48,Zona Leste
117.72,Zona Leste
63.88,Zona Leste
63.23,Zona Leste
67.51,Zona Leste
90.06,Zona Leste
88.0,Zona Leste
66.17,Zona Leste
83.58,Zona Leste
78.95,Zona Leste
84.77,Zona Leste
104.6,Zona Leste
59.16,Zona Leste
81.62,Zona Leste
58.85,Zona Leste
61.64,Zona Leste
46.25,Zona Leste
64.2,Zona Leste
96.47,Zona Leste
53.26,Zona Leste
65.51,Zona Leste
57.64,Zona Leste
78.19,Zona Leste
66.17,Zona Leste
47.81,Zona Leste
61.64,Zona Leste
56.15,Zona Leste
75.6,Zona Leste
74.87,Zona Leste
57.64,Zona Leste
52.98,Zona Leste
56.45,Zona Leste
57.34,Zona Leste
75.23,Zona Leste
54.12,Zona Leste
74.14,Zona Leste
72.35,Zona Leste
42.05,Zona Leste
74.5,Zona Leste
60.08,Zona Leste
51.86,Zona Leste
72.35,Zona Leste
73.78,Zona Leste
73.42,Zona Leste
42.77,Zona Leste
52.14,Zona Leste
54.98,Zona Leste
74.14,Zona Leste
59.46,Zona Leste
41.81,Zona Leste
41.1,Zona Leste
71.3,Zona Leste
60.08,Zona Leste
46.51,Zona Leste
54.98,Zona Leste
74.87,Zona Leste
54.41,Zona Leste
74.14,Zona Leste
58.24,Zona Leste
57.64,Zona Leste
54.98,Zona Leste
75.6,Zona Leste
71.65,Zona Leste
76.33,Zona Leste
49.13,Zona Leste
44.24,Zona Leste
58.85,Zona Leste
57.64,Zona Leste
76.7,Zona Leste
75.23,Zona Leste
48.6,Zona Leste
47.29,Zona Leste
42.53,Zona Leste
55.86,Zona Leste
58.24,Zona Leste
73.78,Zona Leste
62.59,Zona Leste
43.99,Zona Leste
60.39,Zona Leste
79.7,Zona Leste
77.44,Zona Leste
49.67,Zona Leste
60.08,Zona Leste
58.24,Zona Leste
82.4,Zona Leste
57.34,Zona Leste
46.51,Zona Leste
60.39,Zona Leste
77.82,Zona Leste
82.4,Zona Leste
59.77,Zona Leste
50.48,Zona Leste
49.67,Zona Leste
47.55,Zona Leste
82.4,Zona Leste
83.97,Zona Leste
48.6,Zona Leste
49.4,Zona Leste
61.64,Zona Leste
61.01,Zona Leste
52.14,Zona Leste
85.97,Zona Leste
86.37,Zona Leste
65.18,Zona Leste
51.3,Zona Leste
51.58,Zona Leste
78.57,Zona Leste
87.18,Zona Leste
68.87,Zona Leste
51.86,Zona Leste
85.17,Zona Leste
60.7,Zona Leste
93.01,Zona Leste
91.32,Zona Leste
52.42,Zona Leste
69.9,Zona Leste
66.17,Zona Leste
79.7,Zona Leste
92.59,Zona Leste
70.6,Zona Leste
65.51,Zona Leste
67.18,Zona Leste
91.32,Zona Leste
93.87,Zona Leste
94.3,Zona Leste
58.85,Zona Leste
57.04,Zona Leste
91.32,Zona Leste
95.16,Zona Leste
97.79,Zona Leste
64.53,Zona Leste
72.0,Zona Leste
60.7,Zona Leste
75.96,Zona Leste
61.64,Zona Leste
78.95,Zona Leste
79.7,Zona Leste
61.01,Zona Leste
90.48,Zona Leste
99.13,Zona Leste
105.06,Zona Leste
102.29,Zona Leste
79.7,Zona Leste
69.56,Zona Leste
67.85,Zona Leste
88.82,Zona Leste
84.77,Zona Leste
110.77,Zona Leste
75.6,Zona Leste
69.56,Zona Leste
77.82,Zona Leste
89.65,Zona Leste
113.71,Zona Leste
116.21,Zona Leste
93.01,Zona Leste
86.37,Zona Leste
85.57,Zona Leste
92.16,Zona Leste
106.94,Zona Leste
90.48,Zona Leste
113.22,Zona Leste
111.75,Zona Leste
110.29,Zona Leste
93.87,Zona Leste
69.9,Zona Leste
113.22,Zona Leste
76.7,Zona Leste
76.33,Zona Leste
76.7,Zona Leste
95.6,Zona Leste
93.44,Zona Leste
79.32,Zona Leste
51.03,Zona Leste
61.33,Zona Leste
48.6,Zona Leste
82.4,Zona Leste
60.08,Zona Leste
69.9,Zona Leste
74.87,Zona Leste
46.0,Zona Leste
47.03,Zona Leste
48.33,Zona Leste
56.15,Zona Leste
70.25,Zona Leste
41.1,Zona Leste
38.35,Zona Leste
51.58,Zona Leste
69.56,Zona Leste
70.25,Zona Leste
53.83,Zona Leste
40.64,Zona Leste
44.74,Zona Leste
69.56,Zona Leste
70.25,Zona Leste
38.13,Zona Leste
50.75,Zona Leste
52.7,Zona Leste
69.56,Zona Leste
46.0,Zona Leste
69.56,Zona Leste
43.5,Zona Leste
67.18,Zona Leste
66.51,Zona Leste
38.35,Zona Leste
49.67,Zona Leste
52.98,Zona Leste
67.51,Zona Leste
69.9,Zona Leste
46.51,Zona Leste
57.94,Zona Leste
44.99,Zona Leste
49.13,Zona Leste
48.6,Zona Leste
52.42,Zona Leste
69.56,Zona Leste
52.14,Zona Leste
90.48,Zona Leste
49.13,Zona Leste
51.03,Zona Leste
51.86,Zona Leste
69.9,Zona Leste
69.9,Zona Leste
42.77,Zona Leste
46.25,Zona Leste
53.55,Zona Leste
65.51,Zona Leste
69.21,Zona Leste
54.69,Zona Leste
54.12,Zona Leste
69.56,Zona Leste
49.67,Zona Leste
50.21,Zona Leste
51.58,Zona Leste
71.3,Zona Leste
73.42,Zona Leste
54.41,Zona Leste
55.57,Zona Leste
55.57,Zona Leste
47.81,Zona Leste
54.69,Zona Leste
68.87,Zona Leste
49.4,Zona Leste
69.9,Zona Leste
70.6,Zona Leste
57.64,Zona Leste
64.2,Zona Leste
45.74,Zona Leste
39.03,Zona Leste
45.49,Zona Leste
44.99,Zona Leste
51.03,Zona Leste
69.9,Zona Leste
66.51,Zona Leste
69.9,Zona Leste
41.81,Zona Leste
65.18,Zona Leste
51.03,Zona Leste
42.05,Zona Leste
41.58,Zona Leste
42.29,Zona Leste
58.24,Zona Leste
50.75,Zona Leste
68.19,Zona Leste
69.9,Zona Leste
69.56,Zona Leste
69.56,Zona Leste
42.53,Zona Leste
43.26,Zona Leste
54.41,Zona Leste
38.58,Zona Leste
51.3,Zona Leste
51.03,Zona Leste
47.03,Zona Leste
49.94,Zona Leste
37.25,Zona Leste
68.19,Zona Leste
53.55,Zona Leste
54.69,Zona Leste
41.81,Zona Leste
53.55,Zona Leste
47.29,Zona Leste
38.13,Zona Leste
52.14,Zona Leste
52.14,Zona Leste
64.2,Zona Leste
94.73,Zona Leste
84.77,Zona Leste
69.9,Zona Leste
41.34,Zona Leste
78.57,Zona Leste
39.48,Zona Leste
39.03,Zona Leste
50.75,Zona Leste
48.86,Zona Leste
66.84,Zona Leste
65.18,Zona Leste
73.07,Zona Leste
71.3,Zona Leste
45.24,Zona Leste
43.01,Zona Leste
38.58,Zona Leste
45.74,Zona Leste
50.48,Zona Leste
45.74,Zona Leste
48.07,Zona Leste
48.33,Zona Leste
69.56,Zona Leste
69.56,Zona Leste
83.97,Zona Leste
42.77,Zona Leste
45.74,Zona Leste
48.07,Zona Leste
40.64,Zona Leste
64.53,Zona Leste
37.47,Zona Leste
61.33,Zona Leste
70.25,Zona Leste
69.9,Zona Leste
69.21,Zona Leste
49.67,Zona Leste
39.71,Zona Leste
46.25,Zona Leste
47.29,Zona Leste
48.6,Zona Leste
69.9,Zona Leste
70.25,Zona Leste
70.6,Zona Leste
55.86,Zona Leste
43.5,Zona Leste
54.41,Zona Leste
52.42,Zona Leste
47.81,Zona Leste
37.69,Zona Leste
49.67,Zona Leste
69.21,Zona Leste
69.21,Zona Leste
56.74,Zona Leste
69.56,Zona Leste
49.94,Zona Leste
39.71,Zona Leste
48.33,Zona Leste
47.81,Zona Leste
66.84,Zona Leste
64.53,Zona Leste
63.56,Zona Leste
69.56,Zona Leste
56.74,Zona Leste
55.27,Zona Leste
54.12,Zona Leste
54.69,Zona Leste
47.81,Zona Leste
37.47,Zona Leste
47.29,Zona Leste
38.13,Zona Leste
50.75,Zona Leste
39.71,Zona Leste
68.87,Zona Leste
54.98,Zona Leste
62.59,Zona Leste
69.56,Zona Leste
39.48,Zona Leste
40.17,Zona Leste
46.25,Zona Leste
46.77,Zona Leste
66.51,Zona Leste
47.81,Zona Leste
69.56,Zona Leste
69.9,Zona Leste
63.88,Zona Leste
57.04,Zona Leste
42.77,Zona Leste
43.5,Zona Leste
47.03,Zona Leste
44.49,Zona Leste
49.13,Zona Leste
51.3,Zona Leste
69.21,Zona Leste
68.53,Zona Leste
54.41,Zona Leste
49.67,Zona Leste
52.7,Zona Leste
43.01,Zona Leste
53.26,Zona Leste
49.4,Zona Leste
66.84,Zona Leste
69.21,Zona Leste
69.21,Zona Leste
69.21,Zona Leste
41.34,Zona Leste
39.71,Zona Leste
44.99,Zona Leste
46.25,Zona Leste
50.75,Zona Leste
61.33,Zona Leste
69.9,Zona Leste
69.9,Zona Leste
39.71,Zona Leste
45.49,Zona Leste
49.94,Zona Leste
47.29,Zona Leste
72.0,Zona Leste
69.56,Zona Leste
37.69,Zona Leste
69.21,Zona Leste
50.75,Zona Leste
38.35,Zona Leste
69.56,Zona Leste
47.29,Zona Leste
69.21,Zona Leste
50.75,Zona Leste
68.53,Zona Leste
67.18,Zona Leste
52.7,Zona Leste
51.86,Zona Leste
51.03,Zona Leste
45.74,Zona Leste
68.19,Zona Leste
66.17,Zona Leste
68.87,Zona Leste
68.19,Zona Leste
68.87,Zona Leste
57.04,Zona Leste
47.55,Zona Leste
47.29,Zona Leste
66.17,Zona Leste
57.64,Zona Leste
51.03,Zona Leste
53.26,Zona Leste
48.6,Zona Leste
37.03,Zona Leste
54.41,Zona Leste
69.21,Zona Leste
69.21,Zona Leste
54.12,Zona Leste
51.3,Zona Leste
40.17,Zona Leste
50.75,Zona Leste
45.24,Zona Leste
60.39,Zona Leste
69.21,Zona Leste
68.87,Zona Leste
68.53,Zona Leste
46.0,Zona Leste
46.0,Zona Leste
51.3,Zona Leste
69.21,Zona Leste
41.81,Zona Leste
49.67,Zona Leste
47.55,Zona Leste
52.14,Zona Leste
69.21,Zona Leste
69.21,Zona Leste
53.55,Zona Leste
51.58,Zona Leste
52.14,Zona Leste
50.48,Zona Leste
47.55,Zona Leste
52.7,Zona Leste
64.85,Zona Leste
68.87,Zona Leste
70.6,Zona Leste
42.53,Zona Leste
39.94,Zona Leste
41.81,Zona Leste
43.99,Zona Leste
47.55,Zona Leste
67.51,Zona Leste
68.87,Zona Leste
69.21,Zona Leste
42.77,Zona Leste
47.81,Zona Leste
75.96,Zona Leste
43.5,Zona Leste
38.58,Zona Leste
61.64,Zona Leste
67.85,Zona Leste
68.19,Zona Leste
68.87,Zona Leste
68.53,Zona Leste
45.74,Zona Leste
51.3,Zona Leste
68.19,Zona Leste
37.69,Zona Leste
50.21,Zona Leste
37.91,Zona Leste
46.77,Zona Leste
68.53,Zona Leste
68.19,Zona Leste
66.84,Zona Leste
39.71,Zona Leste
42.05,Zona Leste
67.85,Zona Leste
65.84,Zona Leste
68.53,Zona Leste
41.81,Zona Leste
38.58,Zona Leste
38.58,Zona Leste
46.77,Zona Leste
64.2,Zona Leste
67.51,Zona Leste
42.53,Zona Leste
48.07,Zona Leste
50.48,Zona Leste
48.07,Zona Leste
69.21,Zona Leste
37.69,Zona Leste
68.87,Zona Leste
47.03,Zona Leste
38.58,Zona Leste
47.55,Zona Leste
68.87,Zona Leste
67.85,Zona Leste
38.8,Zona Leste
38.8,Zona Leste
49.94,Zona Leste
67.18,Zona Leste
67.18,Zona Leste
52.7,Zona Leste
52.7,Zona Leste
40.87,Zona Leste
37.69,Zona Leste
36.38,Zona Leste
49.67,Zona Leste
43.75,Zona Leste
50.21,Zona Leste
65.84,Zona Leste
41.34,Zona Leste
74.5,Zona Leste
45.24,Zona Leste
46.0,Zona Leste
49.4,Zona Leste
67.85,Zona Leste
54.69,Zona Leste
54.98,Zona Leste
66.84,Zona Leste
48.6,Zona Leste
65.18,Zona Leste
51.86,Zona Leste
58.24,Zona Leste
39.03,Zona Leste
48.33,Zona Leste
63.56,Zona Leste
68.19,Zona Leste
69.9,Zona Leste
40.17,Zona Leste
45.49,Zona Leste
68.19,Zona Leste
67.85,Zona Leste
67.85,Zona Leste
68.53,Zona Leste
60.08,Zona Leste
44.99,Zona Leste
59.46,Zona Leste
69.21,Zona Leste
67.85,Zona Leste
48.6,Zona Leste
50.48,Zona Leste
47.55,Zona Leste
49.67,Zona Leste
67.85,Zona Leste
55.86,Zona Leste
41.58,Zona Leste
47.29,Zona Leste
51.3,Zona Leste
64.85,Zona Leste
61.64,Zona Leste
68.19,Zona Leste
82.79,Zona Leste
40.64,Zona Leste
44.99,Zona Leste
55.86,Zona Leste
68.53,Zona Leste
68.87,Zona Leste
67.85,Zona Leste
37.91,Zona Leste
43.99,Zona Leste
49.67,Zona Leste
69.56,Zona Leste
68.53,Zona Leste
41.58,Zona Leste
41.81,Zona Leste
62.59,Zona Leste
65.84,Zona Leste
68.53,Zona Leste
42.05,Zona Leste
73.42,Zona Leste
50.21,Zona Leste
50.48,Zona Leste
77.82,Zona Leste
67.85,Zona Leste
40.87,Zona Leste
51.03,Zona Leste
52.98,Zona Leste
66.51,Zona Leste
68.19,Zona Leste
51.3,Zona Leste
39.03,Zona Leste
37.25,Zona Leste
50.75,Zona Leste
69.21,Zona Leste
68.53,Zona Leste
37.91,Zona Leste
47.55,Zona Leste
51.3,Zona Leste
67.18,Zona Leste
59.77,Zona Leste
47.81,Zona Leste
37.69,Zona Leste
50.48,Zona Leste
47.81,Zona Leste
68.19,Zona Leste
68.53,Zona Leste
69.21,Zona Leste
69.21,Zona Leste
38.13,Zona Leste
39.71,Zona Leste
68.87,Zona Leste
52.14,Zona Leste
68.53,Zona Leste
69.56,Zona Leste
69.21,Zona Leste
68.53,Zona Leste
44.49,Zona Leste
48.07,Zona Leste
50.48,Zona Leste
52.14,Zona Leste
69.9,Zona Leste
69.21,Zona Leste
70.25,Zona Leste
50.21,Zona Leste
47.55,Zona Leste
38.35,Zona Leste
49.67,Zona Leste
51.58,Zona Leste
52.14,Zona Leste
52.14,Zona Leste
69.21,Zona Leste
37.25,Zona Leste
69.56,Zona Leste
70.95,Zona Leste
50.21,Zona Leste
53.83,Zona Leste
52.98,Zona Leste
48.33,Zona Leste
49.13,Zona Leste
54.69,Zona Leste
69.56,Zona Leste
68.19,Zona Leste
70.6,Zona Leste
57.04,Zona Leste
40.87,Zona Leste
47.55,Zona Leste
46.25,Zona Leste
44.49,Zona Leste
66.84,Zona Leste
68.19,Zona Leste
70.95,Zona Leste
42.05,Zona Leste
43.75,Zona Leste
44.49,Zona Leste
49.67,Zona Leste
43.01,Zona Leste
67.51,Zona Leste
40.17,Zona Leste
69.21,Zona Leste
69.9,Zona Leste
71.3,Zona Leste
44.99,Zona Leste
39.71,Zona Leste
39.94,Zona Leste
59.77,Zona Leste
71.65,Zona Leste
54.98,Zona Leste
47.03,Zona Leste
70.95,Zona Leste
70.25,Zona Leste
43.5,Zona Leste
42.77,Zona Leste
54.41,Zona Leste
71.65,Zona Leste
38.58,Zona Leste
40.17,Zona Leste
61.64,Zona Leste
49.13,Zona Leste
72.0,Zona Leste
71.3,Zona Leste
55.27,Zona Leste
56.45,Zona Leste
58.55,Zona Leste
40.64,Zona Leste
52.7,Zona Leste
66.84,Zona Leste
87.59,Zona Leste
42.77,Zona Leste
41.34,Zona Leste
54.41,Zona Leste
71.65,Zona Leste
73.78,Zona Leste
46.25,Zona Leste
42.05,Zona Leste
68.53,Zona Leste
51.3,Zona Leste
54.69,Zona Leste
72.71,Zona Leste
41.1,Zona Leste
87.18,Zona Leste
54.12,Zona Leste
59.77,Zona Leste
72.0,Zona Leste
72.0,Zona Leste
55.27,Zona Leste
50.48,Zona Leste
41.81,Zona Leste
53.55,Zona Leste
41.1,Zona Leste
56.15,Zona Leste
72.35,Zona Leste
73.42,Zona Leste
72.71,Zona Leste
59.46,Zona Leste
53.83,Zona Leste
50.48,Zona Leste
57.04,Zona Leste
55.86,Zona Leste
73.42,Zona Leste
73.42,Zona Leste
56.74,Zona Leste
44.99,Zona Leste
52.42,Zona Leste
42.77,Zona Leste
52.14,Zona Leste
54.69,Zona Leste
73.42,Zona Leste
77.82,Zona Leste
73.07,Zona Leste
74.14,Zona Leste
73.42,Zona Leste
43.01,Zona Leste
43.01,Zona Leste
51.3,Zona Leste
61.01,Zona Leste
