co2,regiao
422.58,ABC
423.81,ABC
421.36,ABC
417.71,ABC
416.5,ABC
415.29,ABC
417.71,ABC
417.71,ABC
410.48,ABC
428.74,ABC
422.58,ABC
422.58,ABC
418.92,ABC
415.29,ABC
417.71,ABC
415.29,ABC
418.92,ABC
414.08,ABC
418.92,ABC
418.92,ABC
415.29,ABC
417.71,ABC
416.5,ABC
414.08,ABC
421.36,ABC
420.14,ABC
422.58,ABC
415.29,ABC
417.71,ABC
414.08,ABC
418.92,ABC
417.71,ABC
418.92,ABC
409.28,ABC
406.9,ABC
415.29,ABC
418.92,ABC
417.71,ABC
416.5,ABC
421.36,ABC
417.71,ABC
414.08,ABC
408.09,ABC
402.17,ABC
412.88,ABC
417.71,ABC
418.92,ABC
420.14,ABC
431.22,ABC
426.27,ABC
425.04,ABC
418.92,ABC
420.14,ABC
420.14,ABC
423.81,ABC
418.92,ABC
421.36,ABC
416.5,ABC
415.29,ABC
410.48,ABC
411.68,ABC
406.9,ABC
417.71,ABC
415.29,ABC
420.14,ABC
423.81,ABC
423.81,ABC
422.58,ABC
425.04,ABC
425.04,ABC
421.36,ABC
425.04,ABC
434.97,ABC
422.58,ABC
427.5,ABC
422.58,ABC
423.81,ABC
420.14,ABC
416.5,ABC
417.71,ABC
415.29,ABC
415.29,ABC
412.88,ABC
409.28,ABC
414.08,ABC
412.88,ABC
414.08,ABC
417.71,ABC
414.08,ABC
416.5,ABC
420.14,ABC
412.88,ABC
420.14,ABC
415.29,ABC
425.04,ABC
417.71,ABC
417.71,ABC
422.58,ABC
408.09,ABC
415.29,ABC
415.29,ABC
410.48,ABC
415.29,ABC
415.29,ABC
421.36,ABC
416.5,ABC
404.53,ABC
415.29,ABC
412.88,ABC
416.5,ABC
415.29,ABC
417.71,ABC
415.29,ABC
415.29,ABC
417.71,ABC
417.71,ABC
412.88,ABC
411.68,ABC
416.5,ABC
411.68,ABC
405.71,ABC
408.09,ABC
410.48,ABC
411.68,ABC
403.34,ABC
406.9,ABC
411.68,ABC
412.88,ABC
409.28,ABC
409.28,ABC
410.48,ABC
412.88,ABC
414.08,ABC
408.09,ABC
420.14,ABC
414.08,ABC
412.88,ABC
417.71,ABC
416.5,ABC
416.5,ABC
412.88,ABC
411.68,ABC
414.08,ABC
405.71,ABC
418.92,ABC
416.5,ABC
417.71,ABC
409.28,ABC
418.92,ABC
417.71,ABC
412.88,ABC
410.48,ABC
416.5,ABC
412.88,ABC
412.88,ABC
412.88,ABC
408.09,ABC
411.68,ABC
412.88,ABC
414.08,ABC
415.29,ABC
408.09,ABC
402.17,ABC
406.9,ABC
411.68,ABC
416.5,ABC
408.09,ABC
414.08,ABC
416.5,ABC
415.29,ABC
412.88,ABC
412.88,ABC
414.08,ABC
421.36,ABC
417.71,ABC
415.29,ABC
415.29,ABC
399.81,ABC
416.5,ABC
414.08,ABC
415.29,ABC
402.17,ABC
414.08,ABC
420.14,ABC
428.74,ABC
415.29,ABC
420.14,ABC
416.5,ABC
411.68,ABC
415.29,ABC
414.08,ABC
414.08,ABC
411.68,ABC
411.68,ABC
414.08,ABC
408.09,ABC
399.81,ABC
398.64,ABC
409.28,ABC
412.88,ABC
410.48,ABC
412.88,ABC
417.71,ABC
414.08,ABC
414.08,ABC
412.88,ABC
402.17,ABC
403.34,ABC
410.48,ABC
400.99,ABC
416.5,ABC
405.71,ABC
405.71,ABC
412.88,ABC
411.68,ABC
410.48,ABC
397.47,ABC
412.88,ABC
410.48,ABC
409.28,ABC
410.48,ABC
402.17,ABC
400.99,ABC
408.09,ABC
410.48,ABC
405.71,ABC
402.17,ABC
409.28,ABC
410.48,ABC
414.08,ABC
417.71,ABC
414.08,ABC
411.68,ABC
418.92,ABC
412.88,ABC
414.08,ABC
416.5,ABC
410.48,ABC
412.88,ABC
414.08,ABC
411.68,ABC
412.88,ABC
408.09,ABC
410.48,ABC
409.28,ABC
398.64,ABC
397.47,ABC
406.9,ABC
411.68,ABC
402.17,ABC
409.28,ABC
410.48,ABC
405.71,ABC
406.9,ABC
408.09,ABC
409.28,ABC
410.48,ABC
411.68,ABC
408.09,ABC
410.48,ABC
411.68,ABC
408.09,ABC
405.71,ABC
400.99,ABC
405.71,ABC
408.09,ABC
410.48,ABC
406.9,ABC
408.09,ABC
414.08,ABC
416.5,ABC
410.48,ABC
412.88,ABC
411.68,ABC
412.88,ABC
415.29,ABC
416.5,ABC
415.29,ABC
420.14,ABC
415.29,ABC
410.48,ABC
415.29,ABC
412.88,ABC
417.71,ABC
415.29,ABC
415.29,ABC
415.29,ABC
417.71,ABC
415.29,ABC
418.92,ABC
415.29,ABC
414.08,ABC
404.53,ABC
416.5,ABC
416.5,ABC
414.08,ABC
411.68,ABC
402.17,ABC
410.48,ABC
397.47,ABC
412.88,ABC
412.88,ABC
403.34,ABC
414.08,ABC
416.5,ABC
416.5,ABC
416.5,ABC
410.48,ABC
412.88,ABC
412.88,ABC
410.48,ABC
414.08,ABC
410.48,ABC
418.92,ABC
412.88,ABC
403.34,ABC
408.09,ABC
409.28,ABC
408.09,ABC
411.68,ABC
406.9,ABC
408.09,ABC
409.28,ABC
415.29,ABC
408.09,ABC
412.88,ABC
414.08,ABC
409.28,ABC
406.9,ABC
408.09,ABC
403.34,ABC
400.99,ABC
410.48,ABC
411.68,ABC
408.09,ABC
408.09,ABC
411.68,ABC
411.68,ABC
411.68,ABC
410.48,ABC
408.09,ABC
396.31,ABC
403.34,ABC
411.68,ABC
409.28,ABC
399.81,ABC
398.64,ABC
403.34,ABC
398.64,ABC
404.53,ABC
398.64,ABC
406.9,ABC
406.9,ABC
400.99,ABC
406.9,ABC
405.71,ABC
412.88,ABC
412.88,ABC
398.64,ABC
403.34,ABC
411.68,ABC
400.99,ABC
410.48,ABC
398.64,ABC
403.34,ABC
415.29,ABC
414.08,ABC
412.88,ABC
411.68,ABC
410.48,ABC
409.28,ABC
410.48,ABC
409.28,ABC
410.48,ABC
408.09,ABC
408.09,ABC
405.71,ABC
409.28,ABC
409.28,ABC
406.9,ABC
406.9,ABC
408.09,ABC
408.09,ABC
410.48,ABC
414.08,ABC
410.48,ABC
402.17,ABC
408.09,ABC
410.48,ABC
400.99,ABC
390.52,ABC
391.67,ABC
398.64,ABC
402.17,ABC
403.34,ABC
399.81,ABC
405.71,ABC
409.28,ABC
405.71,ABC
405.71,ABC
398.64,ABC
404.53,ABC
405.71,ABC
400.99,ABC
410.48,ABC
408.09,ABC
408.09,ABC
408.09,ABC
408.09,ABC
406.9,ABC
405.71,ABC
398.64,ABC
398.64,ABC
403.34,ABC
396.31,ABC
404.53,ABC
396.31,ABC
403.34,ABC
402.17,ABC
405.71,ABC
403.34,ABC
393.98,ABC
404.53,ABC
404.53,ABC
405.71,ABC
404.53,ABC
408.09,ABC
404.53,ABC
406.9,ABC
400.99,ABC
402.17,ABC
396.31,ABC
393.98,ABC
391.67,ABC
398.64,ABC
404.53,ABC
389.37,ABC
395.14,ABC
398.64,ABC
405.71,ABC
398.64,ABC
399.81,ABC
402.17,ABC
403.34,ABC
399.81,ABC
409.28,ABC
405.71,ABC
396.31,ABC
397.47,ABC
404.53,ABC
404.53,ABC
392.83,ABC
405.71,ABC
396.31,ABC
397.47,ABC
395.14,ABC
393.98,ABC
399.81,ABC
404.53,ABC
405.71,ABC
405.71,ABC
400.99,ABC
405.71,ABC
405.71,ABC
404.53,ABC
400.99,ABC
398.64,ABC
393.98,ABC
390.52,ABC
390.52,ABC
403.34,ABC
403.34,ABC
398.64,ABC
399.81,ABC
396.31,ABC
403.34,ABC
406.9,ABC
405.71,ABC
406.9,ABC
408.09,ABC
404.53,ABC
408.09,ABC
405.71,ABC
406.9,ABC
410.48,ABC
405.71,ABC
398.64,ABC
395.14,ABC
408.09,ABC
399.81,ABC
404.53,ABC
404.53,ABC
406.9,ABC
406.9,ABC
408.09,ABC
411.68,ABC
410.48,ABC
405.71,ABC
404.53,ABC
404.53,ABC
403.34,ABC
403.34,ABC
399.81,ABC
398.64,ABC
399.81,ABC
398.64,ABC
398.64,ABC
396.31,ABC
390.52,ABC
396.31,ABC
393.98,ABC
393.98,ABC
402.17,ABC
395.14,ABC
392.83,ABC
392.83,ABC
403.34,ABC
403.34,ABC
409.28,ABC
409.28,ABC
410.48,ABC
409.28,ABC
404.53,ABC
410.48,ABC
415.29,ABC
408.09,ABC
408.09,ABC
408.09,ABC
406.9,ABC
404.53,ABC
399.81,ABC
396.31,ABC
405.71,ABC
410.48,ABC
398.64,ABC
410.48,ABC
406.9,ABC
398.64,ABC
404.53,ABC
392.83,ABC
393.98,ABC
388.22,ABC
393.98,ABC
402.17,ABC
404.53,ABC
406.9,ABC
406.9,ABC
408.09,ABC
406.9,ABC
408.09,ABC
405.71,ABC
391.67,ABC
398.64,ABC
398.64,ABC
400.99,ABC
403.34,ABC
390.52,ABC
399.81,ABC
391.67,ABC
397.47,ABC
398.64,ABC
399.81,ABC
395.14,ABC
392.83,ABC
387.07,ABC
392.83,ABC
391.67,ABC
393.98,ABC
382.52,ABC
396.31,ABC
389.37,ABC
392.83,ABC
388.22,ABC
393.98,ABC
397.47,ABC
397.47,ABC
398.64,ABC
395.14,ABC
403.34,ABC
398.64,ABC
398.64,ABC
396.31,ABC
390.52,ABC
397.47,ABC
390.52,ABC
395.14,ABC
393.98,ABC
389.37,ABC
392.83,ABC
395.14,ABC
390.52,ABC
389.37,ABC
395.14,ABC
398.64,ABC
390.52,ABC
393.98,ABC
389.37,ABC
393.98,ABC
390.52,ABC
391.67,ABC
391.67,ABC
391.67,ABC
388.22,ABC
388.22,ABC
384.79,ABC
396.31,ABC
393.98,ABC
392.83,ABC
390.52,ABC
391.67,ABC
390.52,ABC
384.79,ABC
389.37,ABC
395.14,ABC
402.17,ABC
389.37,ABC
393.98,ABC
392.83,ABC
395.14,ABC
389.37,ABC
392.83,ABC
390.52,ABC
392.83,ABC
393.98,ABC
389.37,ABC
388.22,ABC
392.83,ABC
387.07,ABC
384.79,ABC
382.52,ABC
385.93,ABC
385.93,ABC
385.93,ABC
390.52,ABC
392.83,ABC
389.37,ABC
384.79,ABC
380.26,ABC
384.79,ABC
380.26,ABC
380.26,ABC
382.52,ABC
387.07,ABC
375.77,ABC
385.93,ABC
382.52,ABC
384.79,ABC
388.22,ABC
384.79,ABC
389.37,ABC
387.07,ABC
389.37,ABC
388.22,ABC
390.52,ABC
404.53,ABC
398.64,ABC
395.14,ABC
393.98,ABC
399.81,ABC
395.14,ABC
397.47,ABC
404.53,ABC
405.71,ABC
406.9,ABC
406.9,ABC
405.71,ABC
405.71,ABC
403.34,ABC
404.53,ABC
406.9,ABC
404.53,ABC
393.98,ABC
395.14,ABC
395.14,ABC
393.98,ABC
389.37,ABC
385.93,ABC
388.22,ABC
391.67,ABC
391.67,ABC
392.83,ABC
390.52,ABC
391.67,ABC
387.07,ABC
389.37,ABC
387.07,ABC
384.79,ABC
385.93,ABC
388.22,ABC
390.52,ABC
387.07,ABC
387.07,ABC
391.67,ABC
389.37,ABC
395.14,ABC
393.98,ABC
393.98,ABC
393.98,ABC
392.83,ABC
398.64,ABC
410.48,ABC
411.68,ABC
405.71,ABC
411.68,ABC
405.71,ABC
393.98,ABC
389.37,ABC
398.64,ABC
403.34,ABC
414.08,ABC
408.09,ABC
414.08,ABC
416.5,ABC
408.09,ABC
397.47,ABC
405.71,ABC
410.48,ABC
412.88,ABC
416.5,ABC
414.08,ABC
418.92,ABC
409.28,ABC
416.5,ABC
415.29,ABC
416.5,ABC
416.5,ABC
417.71,ABC
416.5,ABC
417.71,ABC
418.92,ABC
423.81,ABC
411.68,ABC
410.48,ABC
414.08,ABC
400.99,ABC
405.71,ABC
402.17,ABC
410.48,ABC
411.68,ABC
410.48,ABC
412.88,ABC
410.48,ABC
417.71,ABC
414.08,ABC
415.29,ABC
412.88,ABC
414.08,ABC
429.98,ABC
418.92,ABC
425.04,ABC
420.14,ABC
423.81,ABC
437.48,ABC
427.5,ABC
428.74,ABC
427.5,ABC
425.04,ABC
427.5,ABC
428.74,ABC
425.04,ABC
425.04,ABC
417.71,ABC
420.14,ABC
415.29,ABC
410.48,ABC
420.14,ABC
414.08,ABC
415.29,ABC
416.5,ABC
417.71,ABC
420.14,ABC
420.14,ABC
417.71,ABC
417.71,ABC
425.04,ABC
418.92,ABC
416.5,ABC
422.58,ABC
425.04,ABC
422.58,ABC
418.92,ABC
415.29,ABC
418.92,ABC
425.04,ABC
432.47,ABC
411.68,ABC
412.88,ABC
416.5,ABC
412.88,ABC
420.14,ABC
414.08,ABC
410.48,ABC
414.08,ABC
406.9,ABC
412.88,ABC
409.28,ABC
409.28,ABC
414.08,ABC
412.88,ABC
412.88,ABC
411.68,ABC
411.68,ABC
406.9,ABC
409.28,ABC
412.88,ABC
412.88,ABC
406.9,ABC
417.71,ABC
414.08,ABC
416.5,ABC
416.5,ABC
410.48,ABC
409.28,ABC
417.71,ABC
415.29,ABC
416.5,ABC
415.29,ABC
417.71,ABC
420.14,ABC
414.08,ABC
411.68,ABC
412.88,ABC
418.92,ABC
416.5,ABC
414.08,ABC
414.08,ABC
410.48,ABC
417.71,ABC
417.71,ABC
417.71,ABC
418.92,ABC
416.5,ABC
417.71,ABC
417.71,ABC
411.68,ABC
416.5,ABC
414.08,ABC
414.08,ABC
411.68,ABC
408.09,ABC
411.68,ABC
408.09,ABC
414.08,ABC
415.29,ABC
415.29,ABC
417.71,ABC
417.71,ABC
417.71,ABC
411.68,ABC
415.29,ABC
412.88,ABC
409.28,ABC
410.48,ABC
416.5,ABC
417.71,ABC
416.5,ABC
417.71,ABC
416.5,ABC
415.29,ABC
417.71,ABC
421.36,ABC
416.5,ABC
412.88,ABC
414.08,ABC
412.88,ABC
412.88,ABC
418.92,ABC
417.71,ABC
415.29,ABC
422.58,ABC
410.48,ABC
402.17,ABC
412.88,ABC
411.68,ABC
418.92,ABC
415.29,ABC
412.88,ABC
416.5,ABC
417.71,ABC
416.5,ABC
408.09,ABC
409.28,ABC
410.48,ABC
412.88,ABC
409.28,ABC
408.09,ABC
403.34,ABC
414.08,ABC
411.68,ABC
411.68,ABC
412.88,ABC
418.92,ABC
410.48,ABC
410.48,ABC
410.48,ABC
409.28,ABC
409.28,ABC
408.09,ABC
405.71,ABC
412.88,ABC
415.29,ABC
409.28,ABC
412.88,ABC
414.08,ABC
411.68,ABC
408.09,ABC
410.48,ABC
409.28,ABC
412.88,ABC
414.08,ABC
412.88,ABC
409.28,ABC
415.29,ABC
412.88,ABC
412.88,ABC
408.09,ABC
412.88,ABC
409.28,ABC
409.28,ABC
412.88,ABC
412.88,ABC
410.48,ABC
396.31,ABC
409.28,ABC
406.9,ABC
410.48,ABC
410.48,ABC
409.28,ABC
410.48,ABC
411.68,ABC
410.48,ABC
411.68,ABC
412.88,ABC
410.48,ABC
412.88,ABC
414.08,ABC
414.08,ABC
412.88,ABC
409.28,ABC
405.71,ABC
408.09,ABC
404.53,ABC
412.88,ABC
410.48,ABC
415.29,ABC
408.09,ABC
409.28,ABC
406.9,ABC
404.53,ABC
404.53,ABC
411.68,ABC
408.09,ABC
410.48,ABC
404.53,ABC
404.53,ABC
409.28,ABC
396.31,ABC
414.08,ABC
412.88,ABC
411.68,ABC
412.88,ABC
408.09,ABC
412.88,ABC
403.34,ABC
405.71,ABC
422.58,ABC
414.08,ABC
416.5,ABC
410.48,ABC
415.29,ABC
412.88,ABC
417.71,ABC
418.92,ABC
420.14,ABC
420.14,ABC
414.08,ABC
411.68,ABC
416.5,ABC
411.68,ABC
414.08,ABC
412.88,ABC
408.09,ABC
415.29,ABC
417.71,ABC
421.36,ABC
420.14,ABC
416.5,ABC
414.08,ABC
421.36,ABC
415.29,ABC
409.28,ABC
409.28,ABC
408.09,ABC
404.53,ABC
412.88,ABC
409.28,ABC
406.9,ABC
408.09,ABC
409.28,ABC
406.9,ABC
412.88,ABC
400.99,ABC
412.88,ABC
410.48,ABC
396.31,ABC
406.9,ABC
404.53,ABC
408.09,ABC
409.28,ABC
408.09,ABC
412.88,ABC
414.08,ABC
408.09,ABC
411.68,ABC
406.9,ABC
408.09,ABC
409.28,ABC
409.28,ABC
411.68,ABC
411.68,ABC
415.29,ABC
408.09,ABC
412.88,ABC
411.68,ABC
409.28,ABC
415.29,ABC
411.68,ABC
414.08,ABC
415.29,ABC
412.88,ABC
412.88,ABC
415.29,ABC
415.29,ABC
415.29,ABC
405.71,ABC
410.48,ABC
416.5,ABC
411.68,ABC
411.68,ABC
409.28,ABC
412.88,ABC
408.09,ABC
412.88,ABC
409.28,ABC
406.9,ABC
408.09,ABC
402.17,ABC
409.28,ABC
410.48,ABC
410.48,ABC
412.88,ABC
406.9,ABC
411.68,ABC
409.28,ABC
408.09,ABC
406.9,ABC
409.28,ABC
414.08,ABC
411.68,ABC
414.08,ABC
418.92,ABC
410.48,ABC
414.08,ABC
408.09,ABC
400.99,ABC
415.29,ABC
398.64,ABC
410.48,ABC
393.98,ABC
410.48,ABC
408.09,ABC
405.71,ABC
409.28,ABC
412.88,ABC
408.09,ABC
411.68,ABC
406.9,ABC
404.53,ABC
405.71,ABC
408.09,ABC
408.09,ABC
410.48,ABC
403.34,ABC
397.47,ABC
396.31,ABC
405.71,ABC
403.34,ABC
408.09,ABC
409.28,ABC
406.9,ABC
404.53,ABC
412.88,ABC
398.64,ABC
405.71,ABC
393.98,ABC
405.71,ABC
406.9,ABC
415.29,ABC
398.64,ABC
398.64,ABC
405.71,ABC
414.08,ABC
404.53,ABC
402.17,ABC
397.47,ABC
403.34,ABC
405.71,ABC
405.71,ABC
403.34,ABC
400.99,ABC
400.99,ABC
396.31,ABC
406.9,ABC
399.81,ABC
393.98,ABC
400.99,ABC
399.81,ABC
398.64,ABC
404.53,ABC
400.99,ABC
406.9,ABC
405.71,ABC
412.88,ABC
409.28,ABC
406.9,ABC
408.09,ABC
395.14,ABC
400.99,ABC
399.81,ABC
391.67,ABC
395.14,ABC
398.64,ABC
405.71,ABC
403.34,ABC
403.34,ABC
404.53,ABC
404.53,ABC
399.81,ABC
404.53,ABC
405.71,ABC
404.53,ABC
399.81,ABC
393.98,ABC
393.98,ABC
396.31,ABC
398.64,ABC
395.14,ABC
403.34,ABC
404.53,ABC
399.81,ABC
396.31,ABC
392.83,ABC
395.14,ABC
396.31,ABC
397.47,ABC
397.47,ABC
399.81,ABC
403.34,ABC
398.64,ABC
393.98,ABC
389.37,ABC
399.81,ABC
393.98,ABC
396.31,ABC
391.67,ABC
387.07,ABC
388.22,ABC
393.98,ABC
393.98,ABC
398.64,ABC
397.47,ABC
391.67,ABC
393.98,ABC
392.83,ABC
399.81,ABC
391.67,ABC
404.53,ABC
393.98,ABC
398.64,ABC
402.17,ABC
405.71,ABC
398.64,ABC
408.09,ABC
406.9,ABC
406.9,ABC
398.64,ABC
404.53,ABC
406.9,ABC
404.53,ABC
400.99,ABC
408.09,ABC
405.71,ABC
400.99,ABC
404.53,ABC
399.81,ABC
393.98,ABC
403.34,ABC
387.07,ABC
398.64,ABC
397.47,ABC
398.64,ABC
393.98,ABC
391.67,ABC
392.83,ABC
391.67,ABC
392.83,ABC
397.47,ABC
400.99,ABC
389.37,ABC
389.37,ABC
389.37,ABC
384.79,ABC
395.14,ABC
389.37,ABC
393.98,ABC
398.64,ABC
393.98,ABC
397.47,ABC
408.09,ABC
393.98,ABC
393.98,ABC
389.37,ABC
387.07,ABC
392.83,ABC
389.37,ABC
399.81,ABC
385.93,ABC
393.98,ABC
391.67,ABC
390.52,ABC
383.66,ABC
390.52,ABC
391.67,ABC
399.81,ABC
384.79,ABC
398.64,ABC
391.67,ABC
399.81,ABC
405.71,ABC
405.71,ABC
398.64,ABC
389.37,ABC
396.31,ABC
399.81,ABC
391.67,ABC
387.07,ABC
398.64,ABC
393.98,ABC
396.31,ABC
390.52,ABC
400.99,ABC
395.14,ABC
393.98,ABC
395.14,ABC
396.31,ABC
404.53,ABC
389.37,ABC
393.98,ABC
402.17,ABC
396.31,ABC
393.98,ABC
389.37,ABC
393.98,ABC
393.98,ABC
398.64,ABC
395.14,ABC
403.34,ABC
393.98,ABC
393.98,ABC
392.83,ABC
392.83,ABC
392.83,ABC
393.98,ABC
391.67,ABC
393.98,ABC
404.53,ABC
393.98,ABC
393.98,ABC
392.83,ABC
397.47,ABC
390.52,ABC
389.37,ABC
388.22,ABC
388.22,ABC
385.93,ABC
390.52,ABC
382.52,ABC
388.22,ABC
388.22,ABC
385.93,ABC
393.98,ABC
380.26,ABC
388.22,ABC
387.07,ABC
385.93,ABC
389.37,ABC
388.22,ABC
384.79,ABC
390.52,ABC
393.98,ABC
389.37,ABC
390.52,ABC
389.37,ABC
389.37,ABC
387.07,ABC
389.37,ABC
388.22,ABC
388.22,ABC
389.37,ABC
383.66,ABC
384.79,ABC
402.17,ABC
391.67,ABC
395.14,ABC
395.14,ABC
397.47,ABC
396.31,ABC
389.37,ABC
393.98,ABC
402.17,ABC
393.98,ABC
400.99,ABC
391.67,ABC
389.37,ABC
381.39,ABC
392.83,ABC
391.67,ABC
392.83,ABC
393.98,ABC
389.37,ABC
391.67,ABC
393.98,ABC
393.98,ABC
391.67,ABC
391.67,ABC
385.93,ABC
392.83,ABC
391.67,ABC
395.14,ABC
393.98,ABC
391.67,ABC
391.67,ABC
388.22,ABC
382.52,ABC
385.93,ABC
389.37,ABC
380.26,ABC
385.93,ABC
389.37,ABC
396.31,ABC
385.93,ABC
389.37,ABC
389.37,ABC
391.67,ABC
387.07,ABC
385.93,ABC
391.67,ABC
388.22,ABC
389.37,ABC
391.67,ABC
387.07,ABC
388.22,ABC
391.67,ABC
388.22,ABC
388.22,ABC
384.79,ABC
393.98,ABC
399.81,ABC
395.14,ABC
390.52,ABC
410.48,ABC
402.17,ABC
403.34,ABC
393.98,ABC
405.71,ABC
403.34,ABC
393.98,ABC
396.31,ABC
395.14,ABC
391.67,ABC
393.98,ABC
403.34,ABC
393.98,ABC
390.52,ABC
393.98,ABC
405.71,ABC
395.14,ABC
398.64,ABC
393.98,ABC
404.53,ABC
403.34,ABC
398.64,ABC
409.28,ABC
403.34,ABC
391.67,ABC
392.83,ABC
399.81,ABC
404.53,ABC
398.64,ABC
398.64,ABC
389.37,ABC
398.64,ABC
388.22,ABC
398.64,ABC
409.28,ABC
409.28,ABC
412.88,ABC
410.48,ABC
408.09,ABC
411.68,ABC
402.17,ABC
414.08,ABC
412.88,ABC
409.28,ABC
404.53,ABC
404.53,ABC
408.09,ABC
404.53,ABC
406.9,ABC
406.9,ABC
400.99,ABC
391.67,ABC
383.66,ABC
393.98,ABC
395.14,ABC
391.67,ABC
392.83,ABC
395.14,ABC
388.22,ABC
393.98,ABC
385.93,ABC
389.37,ABC
383.66,ABC
388.22,ABC
389.37,ABC
393.98,ABC
392.83,ABC
398.64,ABC
395.14,ABC
395.14,ABC
388.22,ABC
393.98,ABC
398.64,ABC
387.07,ABC
388.22,ABC
390.52,ABC
390.52,ABC
393.98,ABC
390.52,ABC
385.93,ABC
391.67,ABC
387.07,ABC
393.98,ABC
392.83,ABC
393.98,ABC
393.98,ABC
391.67,ABC
404.53,ABC
398.64,ABC
396.31,ABC
393.98,ABC
395.14,ABC
393.98,ABC
395.14,ABC
391.67,ABC
391.67,ABC
388.22,ABC
391.67,ABC
389.37,ABC
397.47,ABC
380.26,ABC
389.37,ABC
383.66,ABC
392.83,ABC
389.37,ABC
389.37,ABC
389.37,ABC
389.37,ABC
384.79,ABC
385.93,ABC
385.93,ABC
387.07,ABC
390.52,ABC
390.52,ABC
393.98,ABC
382.52,ABC
388.22,ABC
396.31,ABC
398.64,ABC
381.39,ABC
385.93,ABC
392.83,ABC
397.47,ABC
398.64,ABC
393.98,ABC
390.52,ABC
390.52,ABC
392.83,ABC
395.14,ABC
393.98,ABC
392.83,ABC
393.98,ABC
392.83,ABC
392.83,ABC
385.93,ABC
390.52,ABC
395.14,ABC
391.67,ABC
393.98,ABC
400.99,ABC
382.52,ABC
380.26,ABC
393.98,ABC
390.52,ABC
388.22,ABC
383.66,ABC
391.67,ABC
396.31,ABC
393.98,ABC
389.37,ABC
392.83,ABC
393.98,ABC
393.98,ABC
393.98,ABC
387.07,ABC
390.52,ABC
390.52,ABC
393.98,ABC
399.81,ABC
391.67,ABC
391.67,ABC
388.22,ABC
383.66,ABC
391.67,ABC
387.07,ABC
392.83,ABC
389.37,ABC
393.98,ABC
392.83,ABC
391.67,ABC
391.67,ABC
398.64,ABC
398.64,ABC
397.47,ABC
393.98,ABC
397.47,ABC
388.22,ABC
393.98,ABC
398.64,ABC
391.67,ABC
403.34,ABC
405.71,ABC
393.98,ABC
403.34,ABC
395.14,ABC
393.98,ABC
392.83,ABC
392.83,ABC
390.52,ABC
387.07,ABC
388.22,ABC
390.52,ABC
392.83,ABC
398.64,ABC
393.98,ABC
395.14,ABC
398.64,ABC
392.83,ABC
398.64,ABC
398.64,ABC
399.81,ABC
405.71,ABC
396.31,ABC
399.81,ABC
398.64,ABC
395.14,ABC
398.64,ABC
402.17,ABC
398.64,ABC
391.67,ABC
396.31,ABC
391.67,ABC
391.67,ABC
399.81,ABC
395.14,ABC
392.83,ABC
393.98,ABC
397.47,ABC
393.98,ABC
389.37,ABC
392.83,ABC
404.53,ABC
393.98,ABC
392.83,ABC
393.98,ABC
399.81,ABC
403.34,ABC
405.71,ABC
404.53,ABC
408.09,ABC
404.53,ABC
408.09,ABC
406.9,ABC
408.09,ABC
411.68,ABC
415.29,ABC
410.48,ABC
410.48,ABC
405.71,ABC
398.64,ABC
417.71,ABC
414.08,ABC
415.29,ABC
421.36,ABC
420.14,ABC
416.5,ABC
417.71,ABC
415.29,ABC
416.5,ABC
415.29,ABC
411.68,ABC
411.68,ABC
412.88,ABC
420.14,ABC
412.88,ABC
426.27,ABC
418.92,ABC
420.14,ABC
416.5,ABC
410.48,ABC
417.71,ABC
415.29,ABC
414.08,ABC
408.09,ABC
398.64,ABC
395.14,ABC
395.14,ABC
395.14,ABC
408.09,ABC
396.31,ABC
398.64,ABC
399.81,ABC
395.14,ABC
395.14,ABC
392.83,ABC
392.83,ABC
393.98,ABC
395.14,ABC
393.98,ABC
395.14,ABC
393.98,ABC
391.67,ABC
391.67,ABC
392.83,ABC
391.67,ABC
396.31,ABC
402.17,ABC
398.64,ABC
393.98,ABC
391.67,ABC
389.37,ABC
388.22,ABC
393.98,ABC
392.83,ABC
398.64,ABC
388.22,ABC
391.67,ABC
404.53,ABC
390.52,ABC
395.14,ABC
399.81,ABC
393.98,ABC
398.64,ABC
397.47,ABC
403.34,ABC
402.17,ABC
391.67,ABC
402.17,ABC
398.64,ABC
395.14,ABC
395.14,ABC
388.22,ABC
391.67,ABC
398.64,ABC
399.81,ABC
393.98,ABC
395.14,ABC
399.81,ABC
399.81,ABC
397.47,ABC
395.14,ABC
397.47,ABC
398.64,ABC
389.37,ABC
387.07,ABC
390.52,ABC
396.31,ABC
390.52,ABC
399.81,ABC
396.31,ABC
389.37,ABC
387.07,ABC
390.52,ABC
390.52,ABC
390.52,ABC
391.67,ABC
392.83,ABC
398.64,ABC
393.98,ABC
389.37,ABC
384.79,ABC
397.47,ABC
397.47,ABC
395.14,ABC
395.14,ABC
389.37,ABC
392.83,ABC
391.67,ABC
389.37,ABC
391.67,ABC
392.83,ABC
389.37,ABC
391.67,ABC
389.37,ABC
382.52,ABC
389.37,ABC
390.52,ABC
389.37,ABC
391.67,ABC
390.52,ABC
389.37,ABC
387.07,ABC
387.07,ABC
389.37,ABC
391.67,ABC
400.99,ABC
388.22,ABC
388.22,ABC
398.64,ABC
391.67,ABC
390.52,ABC
389.37,ABC
389.37,ABC
391.67,ABC
396.31,ABC
397.47,ABC
392.83,ABC
398.64,ABC
390.52,ABC
