date, pm25, pm10, o3, no2, so2, co,latitude,longitude,regiao
2022/4/2, 22, , 16, 3, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/3, 22, , 18, 3, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/4, 31, , 38, 8, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/5, 45, , 16, 8, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/6, 29, , 24, 5, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/7, 33, , 18, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/8, 33, , 31, 9, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/9, 50, , 38, 9, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/10, 51, , 28, 4, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/11, 39, , 30, 7, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/12, 39, , 31, 12, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/13, 58, , 20, 13, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/14, 46, , 18, 6, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/15, 23, , 20, 2, , ,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/16, 19, , 18, 3, , ,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/17, 19, , 20, 3, , ,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/18, 25, , 19, 6, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/19, 29, , 38, 9, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/20, 41, , 26, 8, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/21, 45, , 44, 9, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/22, 55, , 42, 22, , 6,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/23, 85, , 29, 12, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/24, 57, , 34, 9, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/25, 41, , 33, 8, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/26, 48, , 42, 16, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/27, 64, , 39, 16, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/28, 66, , 37, 20, , 7,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/29, 63, , 16, 14, , 6,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/30, 46, , 17, 5, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/1, 28, , 34, 9, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/2, 43, , 43, 21, , 6,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/3, 75, , 32, 12, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/4, 77, , 12, 12, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/5, 40, , 11, 10, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/6, 31, , 17, 5, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/7, 22, , 16, 5, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/8, 28, , 18, 3, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/9, 27, , 20, 7, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/10, 37, , 27, 11, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/11, 45, , 24, 17, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/12, 58, , 19, 6, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/13, 28, , 28, 7, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/14, 44, , 26, 6, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/15, 56, , 28, 9, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/16, 51, , 14, 9, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/17, 33, , 19, 10, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/18, 34, , 15, 7, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/19, 24, , 11, 11, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/20, 37, , 17, 16, , 6,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/21, 60, , 29, 13, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/22, 57, , 35, 11, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/23, 58, , 29, 17, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/24, 58, , 35, 19, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/25, 65, , 30, 19, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/26, 64, , 24, 17, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/27, 58, , 26, 21, , 7,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/28, 57, , 29, 21, , 9,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/29, 79, , 29, 12, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/30, 58, , 11, 19, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/5/31, 56, , 15, 11, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/1, 26, , 12, 15, , 5,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/2, 50, , 8, 13, , 5,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/3, 51, , 14, 8, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/4, 24, , 16, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/5, 22, , 26, 8, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/6, 42, , 21, 21, , 5,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/7, 58, , 18, 21, , 6,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/8, 65, , 12, 11, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/9, 34, , 11, 5, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/10, 64, , 13, , , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/11, 36, , 14, , , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/12, 28, , 19, , , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/13, 32, , 19, , , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/14, 32, , 14, 13, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/15, 35, , 11, 19, , 7,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/16, 60, , 27, 26, , 11,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/17, 85, , 27, 22, , 6,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/18, 80, , 15, 7, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/19, 32, , 17, 5, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/20, 36, , 10, 17, , 5,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/21, 60, , 21, 20, , 7,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/22, 73, , 24, 21, , 6,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/23, 60, , 23, 29, , 10,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/24, 71, , 72, 40, , 17,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/25, 114, , 17, 26, , 12,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/26, 86, , 18, 2, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/27, 30, , 15, , , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/28, 29, , 23, , , 6,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/29, 63, , 27, , , 7,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/6/30, 76, , 19, , , 5,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/7/1, 66, , 36, , , 9,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/4, 35, , 14, 9, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/5, 35, , 21, 7, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/6, 30, , 19, 6, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/7, 27, , 13, 3, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/8, 20, , 13, 2, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/9, 25, , 12, 2, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/10, 34, , 22, 9, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/11, 35, , 17, 11, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/12, 36, , 21, 9, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/13, 35, , 28, 7, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/14, 46, , 33, 9, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/15, 57, , 31, 9, , 5,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/16, 63, , 40, 7, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/17, 43, , 43, 12, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/18, 45, , 53, 10, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/19, 67, , 60, 11, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/20, 51, , 95, 16, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/21, 66, , 36, 5, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/22, 63, , 58, 5, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/23, 50, , 44, 4, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/24, 66, , 46, 6, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/25, 65, , 40, 7, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/26, 76, , 50, 8, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/27, 53, , 45, 8, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/28, 36, , 22, 10, , 5,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/29, 40, , 14, 7, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/30, 19, , 25, 7, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/31, 25, , 13, 11, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/1, 32, , 20, 8, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/2, 39, , 26, 9, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/3, 42, , 28, 8, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/4, 37, , 19, 10, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/5, 35, , 23, 8, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/6, 33, , 21, 4, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/7, 30, , 18, 6, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/8, 28, , 18, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/9, 43, , 26, 5, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/10, 44, , 24, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/11, 38, , 17, 5, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/12, 35, , 22, 3, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/13, 36, , 34, 5, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/14, 44, , 56, 10, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/15, 61, , 28, 5, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/16, 42, , 26, 5, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/17, 42, , 29, 9, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/18, 44, , 28, 5, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/19, 36, , 46, 9, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/20, 49, , 40, 8, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/21, 47, , 66, 14, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/22, 52, , 72, 14, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/23, 77, , 42, 11, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/24, 63, , 37, 6, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/25, 44, , 45, 6, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/26, 52, , 42, 8, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/27, 59, , 50, 5, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/2/28, 67, , 48, 7, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/1, 56, , 34, 7, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/2, 42, , 51, 11, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/3, 57, , 50, 12, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/4, 64, , 36, 14, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/5, 54, , 2, 16, , 6,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/6, 59, , , , , ,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/8, 62, , 93, 19, , 8,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/9, 86, , 52, 8, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/10, 63, , 40, 13, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/11, 49, , 30, 13, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/12, 33, , 33, 9, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/13, 38, , 10, 8, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/14, 23, , 21, 9, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/15, 35, , 20, 7, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/16, 27, , 24, 9, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/17, 38, , 31, 11, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/18, 49, , 46, 13, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/19, 47, , 35, 10, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/20, 48, , 19, 1, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/21, 22, , 14, 3, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/22, 23, , 18, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/23, 27, , 37, 11, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/24, 45, , 32, 13, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/25, 44, , 33, 17, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/26, 49, , 31, 13, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/27, 52, , 30, 11, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/28, 55, , 29, 7, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/29, 35, , 29, 5, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/30, 36, , 36, 11, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/3/31, 45, , 16, 6, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/4/1, 22, , 15, 5, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/2, 45, , 34, 17, , 6,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/3, 62, , 37, 9, , 5,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/4, 59, , 25, 14, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/5, 43, , 20, 6, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/6, 19, , 33, 7, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/7, 42, , 16, 10, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/8, 36, , 19, 5, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/9, 35, , 18, 6, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/10, 28, , 17, 4, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/11, 33, , 16, 5, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/12, 29, , 31, 6, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/13, 39, , 32, 9, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/14, 58, , 43, 12, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/15, 55, , 44, 14, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/16, 46, , 28, 6, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/17, 33, , 20, 3, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/18, 18, , 19, 6, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/19, 20, , 22, 5, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/20, 19, , 21, 5, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/21, 23, , 21, 5, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/22, 30, , 40, 9, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/23, 43, , 46, 13, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/24, 60, , 32, 5, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/25, 32, , 24, 6, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/26, 43, , 23, 9, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/27, 51, , 21, 7, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/28, 52, , 18, 8, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/29, 32, , 18, 6, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/30, 42, , 21, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/10/31, 45, , 14, 5, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/1, 49, , 20, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/2, 26, , 16, 2, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/3, 23, , 16, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/4, 31, , 30, 8, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/5, 54, , 27, 6, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/6, 57, , 41, 5, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/7, 45, , 28, 3, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/8, 49, , 21, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/9, 33, , 12, 4, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/10, 22, , 20, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/11, 32, , 16, 5, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/12, 27, , 16, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/13, 28, , 20, 3, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/14, 24, , 30, 3, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/15, 39, , 41, 7, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/16, 58, , 49, 10, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/17, 57, , 68, 14, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/18, 64, , 17, 15, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/19, 51, , 22, 8, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/20, 25, , 21, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/21, 27, , 18, 2, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/22, 40, , 57, 13, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/23, 52, , 50, 16, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/24, 62, , 26, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/25, 44, , 43, 10, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/26, 74, , 24, 12, , 7,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/27, 50, , 37, 6, , 5,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/28, 38, , 39, 6, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/29, 56, , 48, 12, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/11/30, 55, , 27, 13, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/1, 30, , 30, 11, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/2, 55, , 20, 5, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/3, 43, , 14, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/4, 28, , 23, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/5, 36, , 34, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/6, 53, , 24, 5, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/7, 34, , 13, 3, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/8, 19, , 15, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/9, 26, , 18, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/10, 24, , 23, 7, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/11, 33, , 53, 12, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/12, 56, , 48, 11, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/13, 63, , 33, 18, , 5,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/14, 54, , 22, 13, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/15, 63, , 19, 12, , 5,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/16, 41, , 27, 10, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/17, 53, , 21, 3, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/18, 35, , 14, 1, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/19, 29, , 14, 2, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/20, 30, , 25, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/21, 36, , 53, 9, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/22, 60, , 42, 18, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/23, 72, , 18, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/24, 32, , 16, 2, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/25, 29, , 22, 3, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/26, 38, , 39, 5, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/27, 42, , 34, 9, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/28, 45, , 40, 14, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/29, 49, , 39, 7, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/30, 58, , 22, 5, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/12/31, 38, , 15, 7, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/1, 30, , 22, 7, , 5,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/2, 67, , 30, 4, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2022/1/3, 37, , 27, 8, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/7/2, 31, , 20, 21, , 7,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/7/3, 61, , 35, 16, , 6,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/7/4, 76, , 24, 4, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/7/5, 47, , 23, 7, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/7/6, 46, , 22, 8, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/7/7, 40, , 18, 9, , 3,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/7/8, 38, , 24, 11, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/7/9, 53, , 24, 6, , 2,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/7/10, 53, , 37, 17, , 6,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/7/11, 76, , 44, 17, , 7,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/7/12, 99, , 36, 18, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/7/13, 87, , 30, 22, , 6,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/7/14, 73, , 31, 26, , 8,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/7/15, 76, , 28, 29, , 11,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/7/16, 93, , 21, 11, , 5,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/7/17, 59, , 20, 17, , 6,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/7/18, 48, , 24, 10, , 6,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/7/19, 53, , 18, 11, , 1,-23.701934820154197,-46.553310586836886,Sao Bernardo
2021/7/20, 28, , 21, 14, , 4,-23.701934820154197,-46.553310586836886,Sao Bernardo
