date, pm25, pm10, o3, no2, so2, co,latitude,longitude,regiao
2019/5/20, 41, 20, 20, 17, 1, 5,-23.541638970943424,-46.47125736949073,Itaquera
2019/5/21, 62, 33, 37, 25, 1, 6,-23.541638970943424,-46.47125736949073,Itaquera
2019/5/22, 78, 38, 38, 28, 2, 14,-23.541638970943424,-46.47125736949073,Itaquera
2019/5/23, 105, 46, 41, 29, 2, 8,-23.541638970943424,-46.47125736949073,Itaquera
2019/5/24, 110, 31, 22, 16, 1, 4,-23.541638970943424,-46.47125736949073,Itaquera
2019/5/25, 79, 11, 16, 8, , ,-23.541638970943424,-46.47125736949073,Itaquera
2019/5/26, 29, 20, 26, 5, 1, ,-23.541638970943424,-46.47125736949073,Itaquera
2019/5/27, 52, 30, 31, 22, 1, ,-23.541638970943424,-46.47125736949073,Itaquera
2019/5/28, 101, 41, 32, 19, 1, ,-23.541638970943424,-46.47125736949073,Itaquera
2019/5/29, 76, 20, 23, 20, 6, ,-23.541638970943424,-46.47125736949073,Itaquera
2019/5/31, 65, 35, 31, 18, 1, 7,-23.541638970943424,-46.47125736949073,Itaquera
2019/6/1, 69, 24, 16, 18, 1, 10,-23.541638970943424,-46.47125736949073,Itaquera
2019/6/2, 46, 17, 8, 12, 1, 4,-23.541638970943424,-46.47125736949073,Itaquera
2019/6/3, 43, 14, 6, 13, 1, 2,-23.541638970943424,-46.47125736949073,Itaquera
2019/6/4, 35, 10, 23, 7, , 2,-23.541638970943424,-46.47125736949073,Itaquera
2019/6/5, 24, 18, 19, 11, 6, 3,-23.541638970943424,-46.47125736949073,Itaquera
2019/6/6, 21, 17, 26, 12, 4, 4,-23.541638970943424,-46.47125736949073,Itaquera
2019/6/7, 41, 16, 31, 21, 1, 10,-23.541638970943424,-46.47125736949073,Itaquera
2019/6/8, 63, , 1, 26, 3, 23,-23.541638970943424,-46.47125736949073,Itaquera
2019/6/9, 102, , , 15, 2, 12,-23.541638970943424,-46.47125736949073,Itaquera
2019/6/10, 88, , 19, 20, 3, 5,-23.541638970943424,-46.47125736949073,Itaquera
2019/6/11, 63, , 21, 23, 1, 6,-23.541638970943424,-46.47125736949073,Itaquera
2019/6/12, 83, , 20, 25, 1, 12,-23.541638970943424,-46.47125736949073,Itaquera
2019/6/13, 85, 39, 20, 24, 2, 13,-23.541638970943424,-46.47125736949073,Itaquera
2019/6/14, 85, 29, 1, 22, 2, 6,-23.541638970943424,-46.47125736949073,Itaquera
2019/6/15, 66, 28, , 21, 3, 7,-23.541638970943424,-46.47125736949073,Itaquera
2019/6/16, 73, 33, 1, 15, 3, 5,-23.541638970943424,-46.47125736949073,Itaquera
