data, pm25, pm10, o3, no2, so2, co,latitude,longitude,regiao
2023/2/26, 31, 13, 31, 7, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2023/2/27, 31, 21, 33, 9, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2023/2/28, 47, 13, 29, 9, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/1, 36, 18, 38, 9, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/2, 35, 21, 54, 9, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/3, 47, 18, 32, 10, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/4, 43, 15, 26, 8, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/5, 36, 9, 35, 5, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/6, 20, 13, 30, 10, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/7, 25, 16, 33, 10, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/8, 30, 22, 29, 15, 1, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/9, 43, 28, 27, 15, , 5,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/10, 46, 21, 28, 16, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/11, 52, 12, 28, 7, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/12, 29, 9, 25, 5, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/13, 21, 11, 21, 9, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/14, 28, 19, 26, 10, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/15, 43, 18, 29, 7, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/16, 39, 16, 33, 7, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/17, 30, 20, 29, 7, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/18, 44, 20, 37, 7, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/19, 45, 15, 32, 5, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/20, 41, 29, 47, 12, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/21, 54, 29, 60, 14, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/22, 58, 29, 39, 9, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/23, 60, 26, 39, 9, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/24, 53, 31, 56, 13, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/25, 60, 29, 56, 12, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/26, 59, 25, 55, 8, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/27, 54, 10, 22, 6, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/28, 22, 19, 23, 7, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/29, 44, 16, 33, 13, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/30, 41, 25, 49, 16, 1, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2023/3/31, 51, 23, 30, 16, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2023/4/1, 47, 26, 57, 12, , 5,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/2, 51, 13, 30, 8, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/3, 40, 11, 22, 8, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/4, 28, 11, 21, 8, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/5, 26, 22, 34, 8, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/6, 49, 16, 33, 11, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/7, 31, , 36, 11, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/9, 58, 18, 29, 8, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/10, 49, 20, 21, 15, , 5,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/11, 48, 37, 24, 17, , 6,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/12, 68, 26, 50, 11, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/13, 58, 22, 35, 11, 2, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/14, 50, 30, 30, 14, 2, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/15, 68, 12, 27, 5, 2, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/16, 26, 19, 33, 8, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/17, 44, 32, 40, 12, 4, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/18, 65, 14, 19, 9, 5, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/19, 31, 17, 21, 12, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/20, 41, 30, 70, 10, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/21, 58, 16, 37, 12, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/22, 42, 18, 37, 8, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/23, 45, 13, 33, 4, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/24, 29, 16, 30, 8, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/25, 36, 13, 31, 6, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/26, 25, 26, 43, 9, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/27, 43, 21, 46, 14, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/28, 51, 25, 42, 17, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/29, 51, 21, 42, 14, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/30, 43, 11, 36, 11, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/31, 28, 11, 22, 17, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/1, 27, 5, 19, 7, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/2, 10, 4, 15, 6, , 1,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/3, 11, 10, 17, 8, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/4, 20, 15, 19, 9, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/5, 33, 15, 23, 8, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/6, 32, 9, 20, 7, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/7, 24, 15, 18, 10, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/8, 37, 32, 32, 14, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/9, 62, 23, 33, 12, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/10, 48, 23, 38, 13, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/11, 48, 23, 27, 15, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/12, 51, 16, 35, 10, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/13, 44, 14, 33, 7, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/14, 32, 19, 27, 18, , 5,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/15, 39, 20, 39, 12, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/16, 39, 21, 26, 11, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/17, 41, 20, 30, 9, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/18, 42, 18, 24, 5, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/19, 31, 18, 28, 4, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/20, 34, 19, 28, 5, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/21, 45, 24, 35, 10, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/22, 49, 24, 31, 12, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/23, 55, 17, 21, 13, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/24, 40, 12, 30, 8, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/25, 33, 12, 19, 9, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/26, 26, 17, 26, 8, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/27, 43, 11, 24, 5, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/28, 28, 12, 20, 11, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/29, 30, 12, 17, 10, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/11/30, 32, 13, 14, 12, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/1, 25, 14, 24, 10, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/2, 24, 22, 24, 13, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/3, 45, 14, 18, 8, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/4, 32, 9, 14, 5, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/5, 19, 12, 8, 8, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/6, 19, 11, 10, 13, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/7, 25, 12, 25, 13, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/8, 27, 23, 63, 16, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/9, 47, 40, 63, 16, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/10, 74, 31, 50, 14, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/11, 65, 25, 37, 8, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/12, 52, 18, 22, 11, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/13, 36, 10, 19, 12, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/14, 29, 18, 17, 6, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/15, 34, 22, 33, 7, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/16, 40, 25, 30, 9, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/17, 46, 20, 29, 7, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/18, 44, 12, 20, 3, , 1,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/19, 25, 15, 15, 6, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/20, 33, 12, 12, 6, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/21, 27, 7, 15, 6, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/22, 16, 7, 11, 4, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/23, 14, 13, 18, 5, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/24, 24, 13, 24, 4, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/25, 33, 13, 21, 4, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/26, 33, 12, 11, 7, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/27, 26, 13, 12, 9, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/28, 32, 9, 17, 8, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/29, 24, 10, 25, 7, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/30, 25, 9, 23, 6, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/12/31, 22, 11, 19, 6, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2023/1/1, 26, 17, 24, 5, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2023/1/2, 46, 11, 24, 7, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/2, 98, 43, 27, 14, 1, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/3, 80, 43, 37, 12, 4, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/4, 83, 48, 29, 24, 6, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/5, 88, 57, 33, 24, 1, 7,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/6, 96, 61, 27, 25, 4, 12,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/7, 108, 50, 26, 20, 3, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/8, 75, 53, 29, 21, 4, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/9, 93, 43, 37, 14, 2, 8,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/10, 87, 35, 25, 10, 3, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/11, 79, 35, 24, 14, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/12, 59, 40, 25, 10, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/13, 48, 15, 16, 8, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/14, 31, 28, 25, 13, 3, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/15, 54, 46, 23, 19, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/16, 79, 44, 29, 13, 2, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/17, 68, 33, 29, 6, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/18, 56, 19, 21, 8, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/19, 31, 24, 27, 11, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/20, 43, 16, 20, 8, 2, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/21, 32, 30, 23, 13, 2, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/22, 60, 60, 29, 26, 2, 9,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/23, 106, 69, 48, 28, 6, 9,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/24, 119, 58, 41, 19, 6, 8,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/25, 118, 55, 38, 20, 8, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/26, 102, 56, 31, 17, 7, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/27, 105, 48, 29, 17, 2, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/28, 91, 62, 39, 25, 3, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/29, 103, 41, 23, 18, 2, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/30, 60, 26, 29, 10, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/7/31, 53, 27, 34, 8, 3, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/1, 56, 37, 28, 19, 3, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/2, 108, 54, 35, 22, 8, 7,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/3, 161, 54, 33, 21, 4, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/6, 85, 20, 21, 7, 2, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/7, 38, 18, 20, 8, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/8, 37, 17, 22, 14, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/9, 38, 21, 19, 14, 4, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/10, 42, 12, 25, 8, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/11, 15, 12, 24, 10, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/12, 26, 17, 24, 8, 2, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/13, 34, 25, 31, 11, 5, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/14, 52, 31, 38, 11, 6, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/15, 64, 35, 34, 15, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/16, 58, 42, 32, 13, 3, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/17, 65, 41, 23, 18, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/18, 65, 48, 34, 14, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/19, 69, 14, 25, 8, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/20, 28, 10, 25, 5, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/21, 21, 10, 28, 4, 1, 1,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/22, 19, 19, 24, 8, 2, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/23, 36, 28, 29, 11, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/24, 59, 33, 34, 10, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/25, 62, 35, 26, 12, 2, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/26, 66, 50, 27, 20, 5, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/27, 83, 40, 37, 16, 3, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/28, 72, 35, 40, 11, 2, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/29, 69, 8, 23, 6, , 1,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/30, 13, 12, 23, 7, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/8/31, 20, 19, 27, 9, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/1, 39, 41, 36, 17, 4, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/2, 76, 47, 41, 19, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/3, 76, 37, 37, 15, 1, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/4, 73, 9, 24, 3, 1, 1,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/5, 17, 15, 20, 8, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/6, 29, 19, 24, 10, 2, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/7, 42, 46, 12, 24, 2, 7,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/8, 94, 49, 34, 21, 2, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/9, 84, 66, 46, 28, 2, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/10, 119, 48, 45, 19, 2, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/11, 97, 10, 25, 3, 1, 1,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/12, 20, 18, 18, 8, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/13, 38, 33, 20, 15, , 5,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/14, 69, 26, 16, 17, 1, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/15, 59, 16, 16, 12, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/16, 39, 8, 22, 6, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/17, 17, 13, 26, 4, , 1,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/18, 20, 13, 27, 4, 2, 1,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/19, 25, 24, 34, 9, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/20, 47, 26, 48, 12, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/21, 60, 24, 29, 11, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/22, 54, 25, 30, 15, 1, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/23, 57, 15, 34, 12, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/24, 31, 30, 32, 11, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/25, 55, 19, 28, 4, 1, 1,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/26, 41, 14, 19, 13, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/27, 40, 23, 28, 18, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/28, 51, 9, 21, 14, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/29, 31, 7, 22, 7, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/9/30, 18, 9, 19, 9, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/10/1, 27, 20, 37, 11, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/2, 22, 6, 23, 4, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/3, 15, 7, 30, 3, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/4, 20, 18, 30, 8, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/5, 30, 20, 26, 11, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/6, 41, 16, 36, 6, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/7, 37, 16, 27, 6, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/8, 32, 23, 32, 9, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/9, 48, 16, 40, 7, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/10, 40, 16, 25, 6, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/11, 40, 21, 29, 10, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/12, 42, 25, 22, 12, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/13, 56, 21, 11, 13, 1, 1,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/14, 41, 16, , 9, , ,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/15, 36, 15, , 5, 1, ,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/16, 24, 13, , 6, 1, ,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/17, 32, 12, 24, 4, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/18, 27, 19, 12, 8, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/19, 40, 27, 16, 10, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/20, 56, 29, , 11, , ,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/21, 61, 30, 52, 10, 2, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/22, 65, 37, 10, 16, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/23, 75, 33, 36, 10, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/24, 58, 25, 38, 10, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/25, 56, 28, 18, 10, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/26, 56, 40, 29, 16, 1, 10,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/27, 73, 43, 31, 18, 1, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/28, 82, 49, 28, 21, 1, 8,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/29, 82, 60, 15, 19, , 7,-23.467295600325237,-46.53206211505543,Guarulhos
2022/4/30, 119, 6, 14, 7, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/1, 14, 17, 32, 7, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/2, 32, 34, 37, 16, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/3, 61, 33, 26, 15, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/4, 57, 23, 11, 12, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/5, 39, 13, 12, 11, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/6, 29, 19, 16, 8, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/7, 35, 18, 14, 8, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/8, 36, 13, 18, 4, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/9, 26, 17, 19, 10, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/10, 41, 31, 21, 14, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/11, 58, 36, 25, 15, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/12, 72, 23, 30, 12, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/13, 52, 23, 28, 8, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/14, 48, 22, 25, 9, 2, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/15, 51, 18, 26, 6, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/16, 47, 18, 23, 11, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/17, 43, 24, 25, 10, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/18, 43, 22, 20, 6, , 1,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/19, 32, 24, 13, 12, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/20, 51, 44, 25, 18, 2, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/21, 83, 30, 25, 11, 2, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/22, 65, 40, 28, 11, 3, 7,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/23, 85, 46, 25, 19, 4, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/24, 89, 47, 27, 22, 2, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/25, 87, 43, 24, 20, 2, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/26, 76, 38, 20, 17, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/27, 72, 34, 23, 17, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/28, 65, 47, 25, 17, 2, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/29, 89, 33, 27, 7, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/30, 62, 39, 16, 19, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/5/31, 72, 11, 14, 12, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/6/1, 25, 19, 11, 12, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/6/2, 42, 24, 12, 14, 1, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2022/6/3, 51, 14, 17, 11, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/6/4, 34, 9, 17, 5, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2022/6/5, 22, 17, 25, 7, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2022/6/6, 35, 32, 21, 18, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2022/6/7, 59, 38, 25, 16, , 5,-23.467295600325237,-46.53206211505543,Guarulhos
2022/6/8, 72, 21, 13, 15, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
