data, pm25, pm10, o3, no2, so2, co,latitude,longitude,regiao
2020/8/22, 13, 5, 20, 5, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/8/24, 58, 18, 22, 8, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/8/25, 61, 46, 21, 10, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/8/26, 128, 47, 24, 11, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/8/27, 94, 42, 24, 13, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/8/28, 108, 34, 28, 15, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/8/29, 96, 56, 30, 15, 2, 8,-23.467295600325237,-46.53206211505543,Guarulhos
2020/8/30, 125, 49, 39, 10, 9, 8,-23.467295600325237,-46.53206211505543,Guarulhos
2020/8/31, 108, 25, 32, 5, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/1, 63, 17, 23, 6, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/2, 51, 20, 29, 8, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/3, 56, 23, 31, 14, 1, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/4, 63, 82, 35, 16, 1, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/5, 160, 27, 37, 6, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/6, 64, 43, 43, 12, 2, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/7, 98, 28, 47, 4, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/8, 73, 34, 34, 7, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/9, 76, 39, 36, 8, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/10, 85, 51, 47, 16, , 5,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/11, 94, 56, 51, 16, 1, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/12, 112, 64, 51, 16, 4, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/13, 125, 58, 47, 15, 4, 7,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/14, 121, 61, 58, 14, 6, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/15, 127, 12, 20, 3, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/16, 27, 30, 35, 8, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/17, 61, 47, 36, 11, , 5,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/18, 90, 65, 22, 26, , 10,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/19, 112, 73, 54, 18, , 10,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/20, 140, 16, 26, 4, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/21, 54, 8, 15, 7, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/22, 22, 7, 17, 6, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/23, 21, 14, 20, 6, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/24, 30, 23, 33, 8, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/25, 59, 33, 53, 14, 2, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/26, 61, 47, 47, 14, 2, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/27, 86, 43, 43, 14, 4, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/28, 89, 43, 32, 13, , 5,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/29, 89, 28, 29, 7, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/9/30, 65, 35, 37, 8, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/10/1, 69, 38, 45, 15, , 5,-23.467295600325237,-46.53206211505543,Guarulhos
2020/4/2, 61, 21, 33, 7, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/4/3, 52, 22, 26, 6, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/4/4, 61, 22, 37, 6, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/4/5, 72, 18, 30, 3, , 1,-23.467295600325237,-46.53206211505543,Guarulhos
2020/4/6, 52, 36, 41, 10, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/4/7, 75, 27, 27, 9, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/4/8, 69, 9, 17, 5, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/4/9, 29, 20, 26, 6, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/4/10, 61, 20, 33, 3, , 1,-23.467295600325237,-46.53206211505543,Guarulhos
2020/4/11, 60, 21, 25, 4, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/4/12, 52, 12, 24, 2, , 1,-23.467295600325237,-46.53206211505543,Guarulhos
2020/4/13, 37, 19, 28, 6, 2, 1,-23.467295600325237,-46.53206211505543,Guarulhos
2020/4/14, 56, 20, 18, 7, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/4/15, 68, 21, 28, 9, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/4/17, 101, , 25, 5, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/4/26, 48, , 47, 7, 8, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/5/1, 147, 69, 55, 13, , 7,-23.467295600325237,-46.53206211505543,Guarulhos
2020/5/2, 145, , 31, 5, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/5/10, 40, 10, 24, 5, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/5/11, 33, 20, 26, 12, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/5/12, 67, 33, 28, 17, 2, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2020/5/13, 78, 33, 19, 14, 1, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2020/5/14, 78, , 14, 14, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/5/19, 76, 37, 28, 9, 2, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/5/20, 94, 24, 22, 8, 2, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/5/21, 68, 23, 23, 12, 4, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/5/22, 71, 26, 18, 10, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/5/23, 54, 19, 15, 4, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/5/24, 35, 9, 16, 3, , 1,-23.467295600325237,-46.53206211505543,Guarulhos
2020/5/25, 16, 11, 27, 4, , 1,-23.467295600325237,-46.53206211505543,Guarulhos
2020/5/26, 31, 10, 25, 11, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/5/27, 18, 30, 27, 15, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/5/28, 73, 38, 20, 11, 2, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/5/29, 94, 29, 22, 16, 4, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2020/5/30, 75, 71, 30, 18, 3, 12,-23.467295600325237,-46.53206211505543,Guarulhos
2020/5/31, 160, 41, 39, 14, , 7,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/1, 106, 41, 35, 15, , 6,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/2, 91, 46, 11, 15, 1, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/3, 114, 27, 21, 10, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/4, 77, 22, 19, 9, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/5, 58, 24, 15, 9, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/6, 71, 20, 14, 7, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/7, 61, 8, 20, 4, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/8, 40, 19, 19, 11, , 5,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/9, 42, 27, 13, 12, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/10, 62, 22, 21, 16, , 6,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/11, 65, 25, 30, 11, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/12, 57, 52, 27, 18, 5, 7,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/13, 123, 42, 29, 14, 1, 7,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/14, 85, , 20, 2, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/16, 15, 12, 17, 8, 4, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/17, 30, 16, 21, 7, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/18, 46, 20, 19, 11, 2, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/19, 56, 34, 21, 17, , 6,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/20, 69, 35, 27, 15, , 7,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/21, 79, 35, 19, 10, 3, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/22, 84, 58, 21, 15, 5, 8,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/23, 128, , 20, 17, 1, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/25, 102, 31, 21, 13, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/26, 88, 22, 15, 11, 3, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/27, 52, 4, 14, 6, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/6/28, 16, , 17, 4, , 1,-23.467295600325237,-46.53206211505543,Guarulhos
2020/7/1, 42, 16, 21, 7, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/2, 76, 16, 24, 7, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/3, 43, 11, 14, 7, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/4, 34, 16, 24, 9, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/5, 51, 12, 26, 5, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/6, 44, 14, 28, 6, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/7, 39, 23, 27, 9, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/8, 61, 16, 21, 7, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/9, 42, 17, 26, 8, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/10, 42, 19, 31, 20, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/11, 54, 23, 24, 6, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/12, 60, 17, 11, 3, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/13, 52, 12, 13, 4, , 1,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/14, 28, 17, 21, 4, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/15, 46, 26, 41, 7, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/16, 64, 33, 26, 4, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/17, 83, 7, 15, 3, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/18, 31, 10, 15, 3, , 1,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/19, 36, 11, 18, 3, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/20, 23, 15, 18, 4, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/21, 48, 21, 26, 5, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/22, 62, 21, 22, 6, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/23, 50, 20, 12, 9, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/24, 61, 14, 18, 9, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/25, 50, 7, 44, 6, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/26, 47, , 31, 6, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/27, 52, 9, 49, 15, 4, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/28, 85, , 33, 13, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/29, 96, , 26, 6, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/30, 56, , 17, 6, 2, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/1/31, 36, , 29, 6, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/1, 35, , 23, 8, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/2, 35, , 23, 4, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/7, 57, 16, 22, 8, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/8, 41, 12, 22, 5, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/9, 39, 12, 20, 4, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/10, 34, 5, 14, 8, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/11, 17, 7, 16, 4, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/12, 19, 14, 14, 5, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/13, 30, 14, 23, 6, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/14, 43, 18, 23, 6, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/15, 45, 21, 36, 6, 2, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/16, 62, 27, 27, 6, 2, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/17, 74, 15, 24, 8, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/18, 47, 23, 27, 9, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/19, 57, 18, 23, 10, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/20, 47, 19, 25, 12, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/21, 50, 17, 17, 12, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/22, 46, 15, 15, 7, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/23, 40, 13, 19, 2, , 1,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/24, 27, 17, 19, 5, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/25, 44, 12, 22, 3, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/26, 38, 10, 11, 6, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/27, 26, 11, 17, 6, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/28, 24, 18, 12, 6, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/2/29, 30, 10, 23, 5, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/1, 34, 8, 17, 2, , 1,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/2, 26, 9, 17, 5, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/3, 27, 10, 18, 7, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/4, 30, 16, 26, 7, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/5, 46, 27, 22, 8, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/6, 65, 22, 24, 6, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/7, 54, 20, 24, 4, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/8, 46, 17, 22, 4, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/9, 49, 19, 28, 7, 2, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/10, 53, 23, 35, 6, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/11, 60, 25, 34, 8, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/12, 69, 28, 44, 8, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/13, 77, 30, 42, 8, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/14, 77, 28, 37, 5, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/15, 71, 19, 27, 4, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/16, 59, 18, 31, 8, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/17, 39, 20, 34, 9, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/18, 56, 27, 34, 9, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/19, 81, 30, 27, 11, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/20, 78, 20, 24, 10, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/21, 52, 12, 21, 4, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/22, 34, 14, 24, 3, , 1,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/23, 40, 14, 20, 4, , 1,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/24, 32, 17, 18, 4, 1, 1,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/25, 40, 20, 22, 5, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/26, 58, 21, 25, 7, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/27, 61, 21, 28, 5, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/28, 64, 20, 25, 4, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/29, 61, 16, 19, 4, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/30, 55, 14, 27, 5, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2020/3/31, 48, 20, 30, 7, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2020/4/1, 63, 23, 23, 6, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/2, 75, 39, 75, 16, 4, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/3, 88, 42, 38, 11, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/4, 102, 36, 55, 8, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/5, 82, 36, 42, 8, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/6, 88, 21, 27, 4, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/7, 65, 12, 23, 8, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/8, 36, 12, 26, 9, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/9, 35, 16, 24, 9, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/10, 37, 16, 32, 7, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/11, 45, 27, 31, 9, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/12, 63, 30, 44, 11, 3, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/13, 76, 28, 52, 12, 1, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/14, 75, 38, 43, 10, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/15, 106, 25, 25, 6, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/16, 64, 27, 31, 6, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/17, 61, 27, 34, 6, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/18, 63, 36, 33, 13, 1, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/19, 83, 23, 34, 6, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/20, 70, 12, 24, 2, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/21, 30, 27, 20, 9, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/22, 56, 32, 36, 13, 1, 5,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/23, 88, 21, 27, 6, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/24, 49, 27, 32, 8, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/25, 66, 28, 37, 9, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/26, 74, 30, 30, 7, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/27, 73, 25, 38, 5, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/28, 65, 24, 42, 10, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/29, 64, 31, 48, 13, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/30, 74, 29, 55, 9, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/10/31, 70, 32, 33, 10, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/1, 90, 27, 31, 6, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/2, 66, 21, 32, 4, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/3, 59, 23, 42, 5, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/4, 57, 28, 36, 6, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/5, 79, 22, 31, 1, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/6, 55, 14, 20, 5, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/7, 32, 21, 15, 9, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/8, 48, 29, 21, 10, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/9, 63, 9, 12, , , ,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/10, 37, 17, 24, , , ,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/11, 48, 16, 23, 8, , ,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/12, 40, 10, 16, 4, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/13, 25, 18, 25, 6, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/14, 42, 19, 20, 9, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/15, 44, 16, 24, 6, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/16, 48, 27, 30, 7, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/17, 62, 18, 25, 3, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/18, 46, 16, 20, 5, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/19, 45, 17, 26, 6, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/20, 46, 20, 24, 5, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/21, 45, 19, 31, 6, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/22, 52, 27, 35, 9, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/23, 56, 15, 39, 6, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/24, 52, 15, 23, 2, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/25, 24, 20, 24, 5, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/26, 46, 29, 33, 8, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/27, 71, 24, 26, 10, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/28, 58, 14, 20, 10, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/29, 25, 22, 23, 6, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/11/30, 45, 30, 46, 7, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/1, 70, 14, 31, 4, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/2, 44, 15, 19, 5, , 2,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/3, 40, 19, 17, 6, 1, 2,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/4, 43, 27, 31, 9, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/5, 64, 18, 22, 12, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/6, 49, 15, 21, 9, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/7, 39, 20, 30, 5, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/8, 51, 19, 33, 5, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/9, 46, 25, 31, 10, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/10, 68, 24, 20, 13, , 5,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/11, 61, 23, 24, 14, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/12, 56, 18, 31, 9, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/13, 44, 21, 33, 8, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/14, 62, 17, 27, 5, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/15, 50, 21, 23, 4, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/16, 44, 23, 30, 8, , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/17, 53, 20, 34, 8, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/18, 53, 15, 20, 11, , 5,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/19, 48, 12, 22, 6, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/20, 34, 20, 23, 10, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/21, 54, 13, 30, 6, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/22, 33, 12, 26, 3, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/23, 38, 12, 19, , , 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/24, 40, 14, 28, , , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/25, 45, 18, 33, , 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/26, 54, 21, 37, , , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/27, 63, 20, 28, , 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/28, 66, 20, 35, , 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/29, 57, 23, 32, 2, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/12/30, 66, , , , , ,-23.467295600325237,-46.53206211505543,Guarulhos
2019/7/2, 80, 61, 25, 17, 2, 7,-23.467295600325237,-46.53206211505543,Guarulhos
2019/7/3, 148, 56, 26, 19, 3, 6,-23.467295600325237,-46.53206211505543,Guarulhos
2019/7/4, 113, 14, 8, 11, , 3,-23.467295600325237,-46.53206211505543,Guarulhos
2019/7/5, 47, 9, 13, 12, , 5,-23.467295600325237,-46.53206211505543,Guarulhos
2019/7/6, 34, 20, 29, 12, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/7/7, 93, 23, 20, 7, 1, 4,-23.467295600325237,-46.53206211505543,Guarulhos
2019/7/8, 59, 19, 16, 10, 1, 3,-23.467295600325237,-46.53206211505543,Guarulhos
